emotion,gender,path,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
sad,female,../data/raw\Actor_08\03-01-04-01-01-02-08.wav,-42.19421,-45.02346,-51.14687,-55.812183,-55.093365,-48.775467,-41.767864,-39.40453,-40.61648,-44.762367,-49.453312,-51.888786,-51.32676,-48.448017,-44.70256,-42.920757,-43.798687,-46.49884,-49.869473,-52.251133,-53.811745,-54.472416,-52.747223,-51.25509,-51.36894,-52.400986,-54.965202,-57.458935,-57.241344,-56.452038,-56.165627,-55.87064,-55.669983,-56.71126,-57.494118,-59.30199,-61.30704,-62.046265,-60.45365,-57.72979,-56.28579,-56.671642,-57.757042,-59.439186,-61.112617,-61.488834,-59.77122,-59.549717,-57.655724,-57.75661,-59.24408,-60.703304,-62.93297,-61.878914,-62.267025,-61.36481,-61.45623,-60.95626,-60.874187,-60.676674,-60.919445,-60.12617,-59.38061,-60.048653,-61.253292,-61.53766,-61.237785,-61.08015,-62.33863,-62.85008,-62.52792,-61.168167,-62.435287,-63.566784,-62.749847,-63.25419,-63.775158,-63.518867,-62.961414,-63.360733,-63.40334,-62.65382,-63.543324,-63.88969,-63.164494,-64.17628,-64.02778,-63.030487,-62.982586,-62.84759,-63.78453,-64.06405,-64.65857,-64.52943,-64.189606,-64.6958,-63.571186,-64.13448,-64.11734,-65.07153,-65.14731,-66.16478,-65.98525,-66.73032,-66.89281,-66.25858,-65.8261,-66.226715,-66.7912,-67.47877,-67.84631,-68.80196,-69.219025,-70.17808,-70.50517,-70.10331,-70.30833,-70.477455,-70.11876,-70.15052,-70.34379,-71.78003,-72.424416,-73.55966,-73.77955,-74.09913,-73.81867,-74.1755
calm,female,../data/raw\Actor_18\03-01-02-02-01-01-18.wav,-64.50164,-62.54381,-61.578117,-60.22427,-55.173878,-47.942257,-41.913147,-38.26838,-40.041683,-45.310623,-50.47686,-54.54672,-54.590702,-51.953926,-49.996975,-47.578003,-46.816406,-47.95247,-49.61442,-51.548134,-52.98998,-53.73081,-54.01273,-54.197884,-52.877487,-51.918633,-52.180172,-54.223038,-57.057865,-57.683655,-57.93922,-57.77699,-57.99576,-57.616833,-56.190414,-57.107655,-58.856853,-60.43,-59.828037,-58.7434,-58.09462,-58.796722,-60.242016,-59.098904,-57.354992,-58.2003,-58.394093,-59.59172,-60.253674,-61.059418,-60.278122,-58.632633,-59.483047,-59.66885,-61.231,-61.17925,-60.99933,-59.058376,-57.763573,-58.416348,-59.243,-59.85011,-59.062256,-59.112946,-59.626526,-60.527195,-60.928806,-61.01774,-60.72918,-61.44752,-62.480022,-62.65122,-61.950882,-62.443214,-63.022175,-64.03325,-63.005947,-62.97461,-63.517902,-62.64271,-61.76888,-62.43279,-62.306053,-61.61078,-61.660645,-61.98334,-60.274345,-60.243267,-60.50248,-59.549515,-60.765263,-61.559147,-61.211185,-61.789486,-61.867195,-61.74142,-61.86656,-62.050404,-61.689075,-62.004448,-61.970745,-62.592594,-62.458134,-62.806927,-62.835297,-62.97405,-63.39213,-63.83095,-63.842617,-64.86164,-65.782104,-66.61338,-67.33126,-67.77704,-67.80716,-68.03317,-68.78404,-68.77208,-69.04827,-69.150856,-69.385315,-69.1286,-69.247665,-69.4517,-68.46958,-67.25281,-65.93356,-65.847855
angry,female,../data/raw\Actor_12\03-01-05-02-01-02-12.wav,-18.006739,-29.242659,-39.123634,-42.0197,-41.877594,-38.37178,-35.072735,-32.48415,-28.191727,-25.523252,-23.89745,-22.281488,-22.444073,-22.619326,-23.6971,-24.869879,-26.94613,-28.540434,-29.374868,-28.48438,-28.632153,-29.278746,-27.807959,-27.241116,-26.220615,-24.477861,-23.605066,-23.701704,-24.075014,-24.659027,-25.619362,-26.75773,-27.450642,-27.249638,-26.89119,-27.697157,-26.412132,-25.022934,-24.819162,-24.584318,-24.299643,-24.241842,-24.573036,-24.64506,-25.104435,-26.86629,-26.915714,-26.542713,-26.661558,-28.095322,-28.218752,-26.90654,-26.771002,-25.748043,-25.6403,-25.545277,-27.192045,-26.949049,-27.127174,-27.389072,-27.505848,-27.703901,-28.225172,-28.290686,-27.962442,-27.54985,-28.366049,-29.700766,-30.516901,-29.0269,-29.549257,-30.438671,-30.204512,-30.634178,-30.349142,-30.198898,-29.761967,-29.845222,-29.807566,-29.76662,-30.295715,-30.068916,-29.359465,-29.068338,-28.466444,-29.263721,-30.124882,-31.370327,-31.58907,-31.342327,-31.697002,-32.70947,-33.04758,-31.215563,-30.993273,-31.993406,-31.699196,-30.301859,-29.80971,-30.3932,-31.716755,-32.623997,-33.365334,-34.665993,-35.040104,-35.609856,-37.36461,-38.069912,-38.549976,-38.59155,-37.96601,-37.63479,-37.63212,-38.248898,-38.477604,-37.857452,-38.07239,-38.195946,-37.545628,-37.081097,-36.514713,-36.160263,-35.54642,-35.157154,-35.395817,-35.899464,-36.508583,-37.300632
fear,female,../data/raw\Actor_06\03-01-06-01-02-01-06.wav,-53.557144,-60.55481,-66.2305,-68.85396,-67.536354,-60.576355,-54.91916,-50.393566,-44.63812,-40.560555,-36.803505,-35.713757,-38.366177,-43.497807,-49.418556,-51.678726,-52.317635,-52.145187,-50.67233,-48.73473,-46.77591,-44.905266,-41.590996,-40.05839,-40.107807,-41.365738,-43.836586,-46.984947,-49.850227,-51.49055,-52.785244,-52.51111,-51.761642,-51.230083,-47.91603,-45.90571,-46.14772,-47.865067,-49.882683,-52.24722,-53.59957,-53.536133,-52.78684,-53.126087,-54.090725,-54.950146,-55.01776,-54.58818,-52.85289,-53.38895,-53.52125,-52.77592,-55.24419,-54.855377,-54.64236,-53.581715,-53.102642,-51.46798,-51.17606,-50.783867,-51.531803,-51.996418,-51.237453,-50.564198,-50.52049,-50.685844,-50.13059,-49.692837,-50.372917,-51.523872,-52.80176,-51.2226,-51.641205,-53.81688,-54.30082,-55.139595,-54.197742,-53.860565,-54.84717,-54.008297,-54.174725,-54.155685,-53.023537,-52.450603,-54.157413,-54.65127,-55.807957,-57.041454,-56.565807,-56.681034,-57.229843,-57.31865,-57.60085,-58.02079,-56.625748,-56.623848,-55.224068,-55.439514,-55.366978,-55.604324,-57.138615,-57.8214,-59.030052,-59.062447,-60.695023,-61.495907,-62.403225,-62.45332,-62.60195,-63.363388,-63.53176,-64.0971,-64.33072,-65.27197,-65.29062,-64.45531,-64.43732,-64.693375,-64.907936,-64.50156,-64.39465,-64.55623,-63.967575,-63.22674,-62.4283,-61.317944,-60.6328,-60.739994
angry,female,../data/raw\Actor_04\03-01-05-01-01-01-04.wav,-54.973217,-54.293007,-53.468983,-52.691048,-51.51058,-48.801895,-45.706215,-43.828518,-40.56744,-37.802204,-36.605343,-37.327194,-38.85213,-38.226044,-37.696228,-37.552628,-37.93296,-39.087143,-41.206013,-41.30336,-41.32621,-41.417645,-40.94291,-41.696075,-41.390354,-40.634,-39.922554,-39.447903,-39.162502,-39.935623,-40.860928,-41.319813,-42.772034,-44.769836,-45.727554,-45.550003,-43.996506,-42.96371,-42.86897,-43.786724,-45.813366,-47.08257,-46.30382,-45.222897,-44.365017,-44.246185,-44.66665,-45.181194,-45.021023,-45.526943,-45.341534,-44.500916,-45.378548,-44.930466,-45.318,-46.264954,-46.85928,-45.39278,-44.113785,-43.86822,-45.30864,-46.388313,-46.570156,-46.431973,-45.892586,-45.733734,-45.685394,-45.2393,-45.048588,-45.793156,-46.431667,-46.369232,-46.381,-47.133682,-47.718662,-48.586594,-49.30383,-49.58205,-49.30197,-50.0811,-49.193817,-48.46722,-48.931957,-48.89971,-48.695847,-48.833714,-46.655563,-45.103077,-46.058716,-46.049732,-45.369724,-45.71571,-46.148693,-47.15391,-47.930134,-47.414146,-48.008934,-48.350456,-49.909584,-50.00749,-50.2198,-50.087883,-50.01371,-50.059998,-48.776535,-49.74556,-49.288994,-49.147434,-50.22498,-50.326332,-50.783287,-51.2651,-51.411552,-51.796303,-52.158077,-52.255634,-51.820023,-52.6626,-52.922794,-53.23971,-54.023724,-54.57181,-55.085873,-55.704315,-56.251297,-56.440098,-56.067936,-55.687885
angry,female,../data/raw\Actor_20\03-01-05-02-02-02-20.wav,-47.94715,-48.04167,-47.865574,-47.042255,-45.570908,-42.40713,-39.590767,-37.843147,-36.09528,-35.228645,-33.749435,-33.394432,-32.552166,-29.887224,-28.54697,-29.562593,-31.76549,-32.97539,-34.401176,-34.78215,-33.990562,-34.182724,-34.488617,-35.90088,-36.25484,-35.81553,-36.449905,-36.41738,-35.844994,-35.62433,-35.74867,-35.77576,-36.511047,-36.587543,-37.288956,-38.712597,-38.982906,-38.95418,-39.140247,-39.243244,-39.363808,-39.43022,-39.52867,-39.421658,-38.86329,-38.39034,-37.817825,-38.43847,-38.421753,-39.29112,-39.41905,-38.207832,-38.554962,-38.568336,-39.418156,-39.074486,-38.71007,-37.666035,-37.874912,-38.19293,-38.614986,-39.088253,-38.615482,-38.582146,-38.73449,-37.907673,-37.198383,-38.657146,-38.55245,-39.239,-39.705402,-39.71758,-39.547703,-40.181786,-40.68435,-40.193504,-39.849277,-39.959145,-39.68692,-39.175682,-39.55584,-39.24405,-39.05709,-38.973515,-38.535316,-38.584896,-38.4817,-38.225285,-39.30141,-39.316086,-39.726173,-39.52343,-39.255592,-39.634872,-39.265644,-38.459614,-38.743042,-38.887592,-38.82964,-38.779682,-39.40545,-39.06562,-38.847332,-38.243626,-38.66016,-38.899624,-38.24199,-37.772594,-38.390137,-38.91955,-39.09697,-40.115406,-40.890045,-41.594624,-42.098907,-42.73425,-43.475834,-43.910835,-44.198063,-44.07721,-44.077045,-44.80733,-44.879192,-45.168503,-45.00711,-44.733242,-44.660187,-44.77536
disgust,male,../data/raw\Actor_05\03-01-07-01-02-02-05.wav,-48.803143,-48.80258,-44.81937,-42.784115,-43.008965,-44.639194,-43.493347,-43.691917,-44.905838,-45.18394,-44.824905,-44.236656,-46.18343,-47.625057,-47.834347,-47.02026,-46.130707,-45.698895,-45.14636,-44.667393,-45.351177,-47.11883,-47.514515,-47.878307,-48.919235,-48.74279,-48.64874,-48.979267,-49.86596,-49.748486,-49.31839,-49.375862,-50.4872,-52.080692,-52.57364,-52.33906,-52.95504,-54.493053,-55.37352,-55.280495,-54.783363,-54.19671,-53.44827,-53.633068,-54.421776,-55.71066,-56.30269,-54.776756,-53.500137,-55.118534,-55.369076,-54.77005,-56.64352,-55.686333,-55.845932,-54.209606,-52.989147,-52.768982,-53.397278,-54.522373,-55.535294,-55.716293,-55.90378,-55.822674,-56.541218,-57.92895,-57.618877,-57.72966,-58.19206,-58.276756,-58.034668,-58.756603,-59.11672,-58.97477,-58.702267,-58.447773,-58.214085,-57.818283,-57.04773,-55.464172,-56.523685,-57.98957,-57.73437,-58.253258,-58.9715,-58.374504,-57.662186,-57.791435,-58.011574,-56.657032,-56.738445,-57.205654,-57.65178,-57.56101,-58.97073,-58.727108,-58.948154,-59.363678,-58.777554,-58.401203,-58.10008,-57.98742,-58.530872,-59.0543,-59.744057,-60.126995,-61.14272,-61.65181,-61.545444,-61.346,-60.672962,-60.921764,-61.177002,-60.69566,-60.977386,-61.21418,-61.46271,-62.10177,-62.19946,-62.12154,-62.43772,-62.3022,-62.27655,-61.386517,-61.86379,-62.686134,-63.403618,-64.254105
disgust,female,../data/raw\Actor_02\03-01-07-01-02-02-02.wav,-59.68093,-59.209423,-57.734013,-56.053482,-53.379314,-47.21039,-40.715973,-35.35343,-33.917896,-36.263756,-40.831577,-45.828022,-48.031166,-45.436222,-43.34915,-40.89475,-38.896908,-38.949757,-40.199566,-40.517464,-41.615143,-42.145756,-42.394352,-44.33305,-44.524895,-44.02855,-43.39281,-42.766968,-42.115353,-42.386818,-42.900238,-43.866886,-45.39528,-46.788956,-46.987972,-45.816708,-45.41211,-45.585033,-45.91119,-46.391136,-48.330444,-50.07743,-49.84029,-49.53591,-48.382313,-48.86751,-48.984665,-50.27067,-50.916996,-51.00647,-49.4948,-47.47976,-47.968193,-47.78034,-49.089947,-50.295788,-49.361088,-47.44947,-45.945797,-45.35245,-46.98188,-48.02069,-47.602264,-46.98801,-47.032764,-47.81162,-48.05793,-48.090538,-48.146645,-49.133667,-49.55703,-48.42353,-48.875103,-48.811165,-49.25481,-50.35556,-51.82573,-52.501766,-52.264496,-53.46399,-53.441174,-53.58099,-54.380955,-53.824715,-53.37727,-52.594437,-52.71114,-52.80113,-51.49301,-51.42806,-52.747868,-53.320923,-53.372536,-54.18668,-53.588917,-53.825653,-53.24144,-52.235893,-51.210674,-51.14523,-50.885567,-51.035267,-52.224834,-51.924606,-53.23217,-53.480137,-55.224384,-55.061188,-54.959145,-55.530437,-56.802757,-57.4111,-58.728043,-59.621525,-60.18658,-60.97816,-62.04418,-62.712055,-62.73487,-62.24634,-61.633507,-61.00717,-60.50727,-60.0891,-59.17627,-59.392452,-59.311455,-59.138226
happy,female,../data/raw\Actor_22\03-01-03-01-01-01-22.wav,-57.191837,-55.007565,-56.837482,-57.379936,-53.17754,-44.536633,-38.597122,-35.237617,-34.722683,-37.42735,-41.929882,-44.498055,-44.623062,-43.94386,-42.84893,-41.435497,-40.652466,-41.042736,-42.23852,-42.40395,-43.09555,-43.69841,-43.201,-43.946587,-45.0861,-44.955296,-45.41077,-45.512592,-46.28506,-47.87393,-49.457283,-50.00308,-48.057507,-47.052322,-47.395615,-49.436035,-49.400017,-50.021362,-50.61955,-50.411476,-50.271378,-50.237747,-49.714745,-50.27565,-51.41493,-52.681232,-50.975334,-49.420433,-48.692883,-50.247868,-50.88132,-50.881878,-51.808117,-50.11262,-50.65426,-49.399803,-48.855953,-48.77218,-50.607956,-50.44452,-48.12914,-47.908535,-48.180126,-47.62961,-47.736233,-48.474846,-49.58495,-49.85259,-49.584347,-49.64573,-51.008217,-52.496273,-52.567917,-53.14913,-52.727737,-53.45214,-53.80587,-53.54002,-53.85258,-55.297142,-55.530144,-53.931686,-54.624187,-55.341026,-53.239426,-52.597664,-53.93198,-53.47137,-54.673008,-56.041904,-57.106213,-56.686676,-56.978966,-56.805676,-56.451473,-56.772232,-57.02652,-56.87852,-57.67023,-57.21798,-57.18827,-57.23243,-58.1668,-59.668655,-60.98087,-61.61622,-62.072083,-62.224045,-62.199333,-62.016773,-62.156807,-62.400948,-61.993862,-61.554016,-60.350735,-60.108494,-59.767303,-59.558834,-60.27482,-59.9413,-59.607277,-59.809658,-59.475765,-59.10516,-59.661556,-60.36342,-61.129875,-63.08734
disgust,male,../data/raw\Actor_05\03-01-07-02-01-01-05.wav,-42.793716,-47.07934,-45.393055,-43.168926,-41.927803,-39.566616,-36.23678,-35.474426,-37.562325,-40.45124,-43.03121,-43.516323,-43.00296,-41.290253,-40.246407,-39.393517,-38.60967,-39.55562,-40.429287,-40.288425,-40.20699,-40.90165,-40.256153,-39.824135,-41.271217,-41.956543,-42.27383,-43.70035,-45.402695,-45.857918,-45.683483,-44.48191,-45.15278,-47.421715,-48.41947,-48.25928,-49.279976,-49.098434,-48.745968,-48.502396,-48.689182,-48.932438,-50.0891,-51.07275,-50.41799,-51.15696,-51.928482,-52.68737,-51.754486,-54.012344,-54.94538,-52.78816,-54.65507,-53.623234,-54.55546,-54.158485,-53.37327,-52.52776,-51.57443,-52.156544,-52.63073,-54.147274,-53.67864,-52.52542,-53.60049,-55.686943,-55.26982,-55.75295,-56.101692,-56.102352,-55.722397,-55.49568,-55.41149,-56.025345,-54.854473,-53.73739,-53.249516,-53.756847,-53.026077,-51.473118,-52.24839,-50.815636,-50.59636,-51.70203,-52.49534,-54.703648,-55.496037,-55.253822,-56.079426,-55.997894,-55.203663,-56.417675,-56.645405,-55.372925,-56.388523,-57.56348,-58.119923,-57.932705,-57.345768,-55.95567,-55.03206,-54.26795,-53.656612,-54.36559,-55.170547,-55.88847,-56.3688,-58.136566,-59.83066,-60.844322,-60.710114,-61.193405,-61.39236,-61.6384,-61.106087,-61.081432,-61.78889,-62.504936,-63.011204,-63.252636,-63.88733,-63.799,-64.00298,-63.00835,-62.9694,-62.867966,-62.529045,-63.0926
disgust,female,../data/raw\Actor_22\03-01-07-02-02-02-22.wav,-57.30387,-55.742897,-56.890106,-54.112267,-46.378307,-37.621254,-30.00566,-24.911577,-24.162472,-26.83559,-32.81026,-37.74522,-38.960842,-38.31508,-35.82526,-31.903255,-28.626598,-28.162924,-29.249487,-30.70915,-33.10725,-35.95435,-35.5809,-34.88205,-34.038208,-33.005966,-32.666645,-33.83535,-35.78501,-36.593792,-37.252262,-36.884068,-36.01405,-36.00054,-36.659695,-37.91116,-39.11852,-41.637238,-42.770874,-40.692116,-39.842308,-39.535244,-39.702995,-40.382942,-42.19401,-45.621296,-44.80156,-42.2526,-40.703274,-41.880394,-42.71574,-42.383984,-44.420803,-42.6384,-42.516144,-41.841125,-41.672462,-39.65506,-40.345192,-40.99503,-40.52505,-40.18494,-39.40859,-38.563408,-38.337227,-39.626873,-40.977734,-40.79489,-39.94419,-39.938835,-40.994675,-42.951694,-42.972527,-42.176773,-42.24087,-43.86071,-43.54834,-43.234196,-43.157063,-41.891838,-42.923965,-42.695118,-41.552155,-40.852375,-41.480583,-41.226738,-41.43188,-43.44393,-43.79378,-42.527885,-44.39832,-43.704594,-43.523483,-44.957497,-45.448452,-44.9007,-46.24608,-46.335297,-45.444,-45.91171,-46.845863,-47.781998,-48.60387,-50.21706,-51.381626,-52.81961,-52.941628,-53.086716,-53.49195,-52.41628,-51.805347,-50.836193,-49.910034,-48.716766,-48.13011,-47.443775,-46.77565,-46.742157,-46.893497,-46.761086,-47.01845,-48.052986,-49.430614,-50.39259,-51.51301,-52.356026,-53.197506,-53.66292
surprise,female,../data/raw\Actor_24\03-01-08-01-01-02-24.wav,-56.396576,-55.375145,-54.7017,-54.78085,-55.36124,-54.427765,-52.813366,-49.106712,-45.917374,-44.46824,-43.789555,-43.377487,-43.33819,-42.567635,-41.267704,-40.556053,-39.04396,-38.284378,-38.224976,-38.16253,-38.62471,-39.52245,-40.016457,-41.34935,-41.652237,-41.616066,-41.61782,-42.003227,-42.274376,-43.45961,-44.571518,-44.533318,-44.525673,-43.680977,-42.377243,-42.560627,-42.954765,-42.794815,-42.819595,-42.63074,-43.017563,-44.05593,-45.0468,-45.246727,-45.580574,-46.528725,-46.59465,-47.065514,-47.418102,-47.334946,-46.973976,-46.267555,-47.332893,-46.892876,-46.96038,-46.69783,-45.890633,-44.8507,-45.25211,-45.75464,-45.61139,-45.52338,-43.878265,-43.726788,-44.265285,-45.98886,-46.746574,-45.78064,-45.069065,-45.60744,-45.91706,-45.667343,-46.612045,-47.29869,-48.243942,-47.62902,-47.771797,-48.01175,-48.549133,-47.83165,-47.82555,-48.496933,-48.5495,-48.322525,-48.888363,-48.856743,-49.486366,-49.933346,-50.034836,-49.906017,-50.117783,-49.84042,-50.313023,-50.544106,-50.28773,-49.655624,-48.7709,-48.333725,-48.468174,-48.73114,-48.829384,-48.803516,-48.97744,-49.01802,-49.439503,-49.42612,-49.76837,-49.75737,-50.928,-51.598434,-52.050915,-52.665783,-53.126953,-53.72615,-53.951492,-53.84802,-53.97866,-53.730545,-53.80919,-54.066856,-54.295563,-53.930695,-53.761414,-53.671608,-53.451633,-53.109974,-52.976738,-53.34207
sad,male,../data/raw\Actor_01\03-01-04-02-01-02-01.wav,-60.78426,-56.308926,-51.28453,-44.518204,-39.71778,-37.994072,-38.893135,-42.03886,-42.377872,-41.207333,-40.455544,-40.369774,-42.332733,-42.079933,-40.38691,-40.24421,-40.3035,-40.693913,-41.552357,-41.123238,-41.038532,-41.323494,-42.440727,-44.845383,-46.125336,-46.265644,-45.929455,-45.740154,-46.761642,-48.74588,-49.58099,-48.703735,-48.18373,-48.917267,-50.610794,-53.669357,-54.421894,-53.36816,-52.085217,-51.0964,-51.47701,-51.644306,-52.12076,-52.657547,-51.379562,-51.583954,-50.645,-48.483906,-48.12669,-51.73473,-53.229633,-51.91644,-51.334476,-50.18275,-50.600185,-49.69562,-49.87173,-49.551857,-49.878063,-49.187557,-48.289566,-49.972553,-50.806747,-50.477505,-50.535984,-51.606182,-52.61662,-52.38915,-51.78532,-51.98891,-53.02512,-52.99267,-51.704964,-52.688187,-53.135075,-53.08813,-51.65345,-51.158714,-51.13196,-50.046227,-50.701912,-52.011448,-53.365936,-53.732426,-54.61369,-54.787743,-54.19253,-53.933334,-53.340023,-53.458794,-52.64969,-52.60523,-52.29309,-51.63177,-51.147243,-52.15723,-53.67572,-56.174427,-57.42373,-58.60695,-60.151024,-60.527843,-61.218956,-61.234962,-61.49148,-61.057377,-61.297245,-60.801945,-60.549984,-59.62218,-58.77515,-57.82416,-57.22854,-57.083027,-57.884644,-58.084,-58.288105,-58.274708,-58.16871,-58.405994,-59.025696,-59.343456,-60.17463,-60.34562,-60.785843,-61.413307,-62.167637,-63.273632
sad,female,../data/raw\Actor_10\03-01-04-02-02-02-10.wav,-47.244743,-45.121212,-47.4274,-48.945103,-48.143105,-42.829727,-36.72666,-33.821106,-33.68019,-35.59494,-38.797775,-41.886803,-42.713863,-40.483906,-36.580177,-35.01954,-35.268272,-37.095787,-39.677486,-41.463238,-42.375454,-41.89335,-39.36213,-38.87409,-40.44248,-43.07989,-45.80001,-48.288673,-49.155663,-49.83271,-49.27426,-48.22743,-48.256092,-48.525814,-48.470196,-49.48182,-50.85844,-51.757603,-51.73233,-50.651703,-49.256428,-49.38353,-51.125347,-51.711353,-51.265713,-51.508846,-51.48654,-51.600025,-51.296963,-51.613205,-51.879044,-52.093086,-52.45156,-50.768177,-50.284214,-49.05752,-49.634735,-50.49877,-51.648678,-50.64781,-49.315674,-48.833775,-48.883484,-48.974747,-48.76043,-49.100697,-50.086773,-50.618958,-50.663353,-49.585175,-49.751434,-50.63741,-51.59878,-52.041233,-51.61582,-51.507996,-52.271923,-52.851616,-52.366947,-51.93135,-51.843113,-52.353645,-52.645397,-53.384945,-55.035168,-55.929153,-57.577763,-57.37564,-56.166134,-56.84296,-55.353382,-54.168865,-53.478245,-52.833366,-52.49951,-51.368587,-51.600273,-52.333534,-52.56136,-52.97125,-52.513664,-52.342762,-53.57194,-53.882248,-53.5446,-53.14202,-54.69214,-56.20195,-56.796867,-57.525013,-58.80395,-59.61775,-60.060177,-59.431133,-58.62773,-58.40725,-58.240807,-57.839096,-57.783607,-57.745235,-58.22372,-58.66851,-58.869682,-58.88833,-59.039345,-58.960064,-58.76076,-57.989803
happy,male,../data/raw\Actor_05\03-01-03-02-01-01-05.wav,-39.18133,-47.24056,-51.20139,-52.77517,-51.365772,-46.264652,-40.82238,-36.851994,-32.99084,-32.020798,-32.65412,-34.67221,-37.53657,-40.403873,-41.707577,-41.20897,-39.19349,-38.01922,-37.84131,-37.986343,-38.14034,-39.089375,-39.052338,-39.33405,-40.613808,-41.525776,-42.941338,-44.34174,-45.53287,-45.270138,-45.360153,-44.89632,-45.10083,-46.16353,-46.318813,-46.669373,-46.461117,-46.667477,-47.204933,-48.173973,-47.492867,-46.570004,-45.416084,-46.330482,-47.214397,-47.87965,-47.35204,-46.715206,-45.94256,-47.45668,-49.46357,-49.66935,-51.15928,-49.62077,-50.00973,-47.707943,-47.18754,-47.119877,-48.301632,-49.419056,-49.241573,-48.082638,-48.566235,-48.89954,-50.338802,-51.853428,-51.48932,-51.590675,-52.67693,-53.045387,-54.00693,-54.25016,-54.260113,-53.7219,-52.20879,-52.686558,-51.88188,-51.56352,-51.73635,-50.888294,-51.411892,-50.622887,-49.931477,-50.030796,-50.57168,-49.740593,-50.624496,-51.649017,-52.384167,-52.83475,-52.60655,-52.34832,-52.78135,-52.977512,-55.00696,-56.002094,-56.782322,-57.112595,-57.824814,-57.20918,-56.749886,-57.292812,-56.419003,-55.528717,-55.19467,-55.282417,-55.89029,-55.846554,-56.289772,-55.322235,-55.74187,-55.47537,-54.79993,-54.70954,-54.121677,-54.63196,-55.40748,-56.094513,-56.646385,-56.909218,-58.32072,-58.65052,-58.830532,-58.3872,-58.366165,-59.13573,-59.936893,-60.382843
surprise,male,../data/raw\Actor_03\03-01-08-02-01-02-03.wav,-32.99795,-41.164124,-43.318516,-40.919956,-37.163254,-32.716278,-29.5849,-28.617422,-27.492651,-27.268578,-27.672636,-28.04556,-30.918367,-32.920223,-33.965023,-33.286854,-31.628155,-31.002462,-30.645203,-28.846062,-28.538641,-29.085527,-28.498787,-28.910437,-30.4063,-31.4364,-32.72552,-33.35678,-33.310078,-32.964195,-32.59212,-31.885021,-32.185368,-33.4874,-34.56694,-35.774906,-35.258907,-35.38464,-35.40398,-35.08465,-35.46377,-35.327606,-35.243824,-35.68814,-37.08541,-37.556274,-37.34593,-35.876335,-34.28717,-35.443268,-36.97725,-36.453217,-37.61223,-36.087265,-37.546146,-37.977898,-37.7987,-36.231743,-35.347168,-35.485527,-36.103165,-36.261982,-36.827362,-36.566647,-35.496696,-34.985683,-36.010998,-37.078884,-37.357338,-36.761852,-36.91168,-37.21126,-37.774124,-37.373714,-36.442993,-36.050087,-35.85327,-35.72532,-34.929455,-34.399467,-35.0316,-35.905777,-36.030216,-37.14701,-38.947838,-39.8164,-39.649193,-39.725616,-39.32317,-38.990005,-38.554466,-39.372536,-39.742695,-41.171627,-41.888515,-42.28327,-42.548016,-42.441875,-41.37645,-40.606663,-39.403774,-38.535164,-38.83833,-38.579376,-39.035336,-38.88007,-39.324753,-39.143673,-40.148846,-41.236614,-41.548946,-42.520283,-43.35053,-44.064682,-44.167,-44.331886,-44.653038,-45.75458,-46.48527,-46.86859,-47.131813,-47.81366,-47.6987,-48.168423,-47.996666,-47.067394,-46.28155,-45.95125
happy,male,../data/raw\Actor_03\03-01-03-02-02-01-03.wav,-22.9732,-34.24214,-39.67927,-40.524845,-36.701183,-30.509726,-25.846594,-21.969849,-17.921593,-14.073615,-11.548655,-9.629387,-10.792456,-12.541818,-14.784506,-17.203384,-17.892765,-17.747097,-17.14689,-15.795495,-15.887317,-16.181057,-15.472034,-14.863112,-15.836899,-16.343695,-17.236715,-18.15665,-19.194328,-20.839924,-22.520533,-23.180973,-24.210316,-24.702612,-23.94992,-23.611895,-21.549007,-20.219542,-20.013868,-19.842455,-19.370604,-19.537327,-20.888584,-22.68764,-24.230427,-25.112347,-22.595676,-20.282106,-18.284695,-21.435862,-22.67597,-22.513412,-24.719387,-22.688036,-22.727688,-20.277893,-19.484182,-18.966028,-21.476437,-23.68242,-24.206577,-23.470484,-22.626448,-22.264984,-22.50125,-23.005276,-24.006199,-24.995464,-25.299221,-26.108433,-26.55215,-26.549858,-27.768454,-28.100687,-28.715326,-28.507187,-26.667019,-24.968128,-25.182608,-24.861776,-23.398548,-22.713387,-23.8794,-25.839949,-26.75528,-27.346804,-27.652702,-28.841314,-28.993578,-29.638615,-29.679281,-29.959126,-30.56228,-31.101395,-31.258507,-30.41568,-29.89142,-29.950308,-29.884474,-28.825584,-29.034628,-29.115616,-27.691845,-26.222555,-27.253782,-26.126255,-25.20086,-24.971638,-24.782936,-25.21734,-24.914865,-25.27182,-26.208519,-27.037588,-27.650494,-28.635912,-29.552893,-30.196888,-30.5056,-31.43162,-32.32979,-32.735813,-33.127827,-33.00151,-32.527805,-33.243065,-33.755398,-33.048134
