emotion,gender,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
happy,male,-29.501858844295086,-31.81985887462525,-31.095504125218707,-30.225747557030353,-28.786562276433624,-25.14996688198933,-22.97447260536007,-20.664828752425187,-17.969974167093426,-19.154758934124178,-21.41923895187267,-22.815972208170034,-23.92465935543123,-22.74487762800178,-22.03259693511455,-22.049047181286426,-21.83464473861251,-21.556288641881757,-21.705252590682424,-21.688448843539668,-21.44958818781871,-21.885931933841796,-22.601011678255205,-24.24457090997612,-25.103940630496666,-23.75484258840712,-22.317419889668614,-22.456213499092662,-22.330430394644146,-23.233020168588776,-24.107878391337348,-25.070370968019922,-25.739615369636134,-25.7721639362044,-25.863149114413606,-26.386461817494464,-27.366293438003957,-27.744649503462266,-27.6316469478316,-27.562859561992216,-26.834153869758147,-26.23092797514531,-26.324105813706634,-26.951279913602164,-27.26318205610724,-27.642886830429934,-27.48145863168037,-26.84969265505179,-25.057235411357482,-26.178699910845715,-27.370316420004674,-27.13751668896641,-27.56640432138363,-26.32312468771307,-27.209116522485985,-26.57185776369923,-27.6343385005694,-26.964558685643762,-26.889672749968017,-26.52745034290898,-25.78231879004318,-26.363908351007236,-26.821668270987733,-26.533819462258265,-26.615811425712433,-27.149203144030913,-27.392404938593476,-27.501113189691992,-27.937451344720255,-28.35296982983927,-28.256214028282987,-28.119884500386927,-27.81541093315371,-27.696743678122555,-27.815112644837864,-28.97516029987521,-27.47126580215575,-26.776633163068016,-27.259040178777024,-28.05304884735207,-27.804589229342124,-27.655247034028577,-28.837771075867394,-29.691303468881276,-29.093223078239365,-29.598092959703106,-29.46156711289191,-29.242244423905657,-28.798083573776413,-29.316820004299956,-29.085020180279507,-29.042140799968756,-28.934489652696463,-28.84836750953858,-29.141889905847478,-29.41434879328539,-29.977094237993278,-29.884469654601883,-30.268715434920114,-31.11010589960707,-30.813962362300696,-30.75023683368123,-30.381440999237775,-30.49443709569472,-30.440074574818663,-30.653741052316605,-30.27864686878242,-29.901889817103463,-29.4689609513893,-29.550839043561453,-29.254760271826683,-28.775237375150436,-28.673317443001082,-28.964577255644098,-28.64441452757782,-28.734798524039586,-29.068453398999463,-29.688562748323545,-30.017021387846786,-29.91191644763299,-30.229624641590668,-30.080184043806266,-30.181372466142943,-30.51014411877985,-30.534048422577182,-30.222582963687458,-30.37625445373115,-30.70161108019307
happy,male,-41.0602912902832,-48.27661895751953,-48.2513427734375,-46.56404495239258,-43.07988357543945,-36.87212371826172,-33.64401626586914,-30.03889274597168,-26.71757698059082,-28.015056610107422,-31.324663162231445,-33.601043701171875,-34.872535705566406,-33.512481689453125,-33.8546028137207,-34.583030700683594,-34.19342041015625,-33.74264144897461,-33.57572937011719,-32.87479782104492,-32.94236755371094,-33.88097381591797,-35.35798645019531,-37.35123062133789,-38.731422424316406,-37.617042541503906,-36.11104965209961,-35.61146545410156,-35.843074798583984,-37.145503997802734,-37.82819747924805,-38.487361907958984,-39.51887512207031,-39.96290588378906,-40.569889068603516,-41.61381530761719,-42.414215087890625,-43.12580871582031,-43.10103225708008,-42.64371871948242,-41.67087173461914,-41.19286346435547,-40.723419189453125,-41.13640213012695,-42.44368362426758,-44.16929626464844,-43.702877044677734,-41.79909896850586,-40.17232131958008,-42.02499008178711,-43.120933532714844,-42.668270111083984,-42.654441833496094,-41.77754211425781,-42.15620422363281,-40.78115463256836,-41.042442321777344,-40.692386627197266,-41.14579772949219,-41.05455017089844,-39.776573181152344,-40.060176849365234,-40.877445220947266,-40.48042297363281,-40.49414825439453,-41.07136535644531,-41.53632736206055,-41.934444427490234,-42.46512985229492,-43.08796691894531,-42.847625732421875,-42.712467193603516,-43.18515396118164,-43.42148971557617,-43.4205207824707,-44.7747917175293,-43.398643493652344,-42.487648010253906,-43.012596130371094,-43.7844123840332,-44.335819244384766,-43.89187240600586,-45.344459533691406,-48.01191711425781,-48.008750915527344,-47.17689514160156,-48.00808334350586,-46.98451614379883,-46.723533630371094,-46.56905746459961,-46.18648910522461,-45.394798278808594,-45.938419342041016,-46.54726028442383,-46.968116760253906,-47.93534851074219,-49.42333984375,-49.55440902709961,-51.598140716552734,-52.462345123291016,-52.557106018066406,-52.66593551635742,-52.551292419433594,-52.77272033691406,-52.277809143066406,-51.37861633300781,-50.659210205078125,-50.119197845458984,-49.82472229003906,-49.174442291259766,-48.49720764160156,-48.18373489379883,-47.920013427734375,-47.05241394042969,-46.214420318603516,-46.4716911315918,-47.66840744018555,-48.31982421875,-49.30995178222656,-49.78242492675781,-50.11344528198242,-50.64984893798828,-51.492431640625,-51.99912643432617,-52.40501403808594,-53.281272888183594,-53.69026565551758,-53.60959243774414
happy,male,-44.41673278808594,-51.422054290771484,-50.229190826416016,-48.80375289916992,-45.852115631103516,-40.00984191894531,-36.79758834838867,-33.09809875488281,-29.734010696411133,-31.23031997680664,-34.145389556884766,-36.327171325683594,-37.38075256347656,-35.96182632446289,-36.25243377685547,-36.97277069091797,-36.342288970947266,-35.84088134765625,-36.101600646972656,-35.78553771972656,-35.75035095214844,-36.433067321777344,-37.30281066894531,-39.24821090698242,-40.892215728759766,-39.94980239868164,-38.51732635498047,-38.03451156616211,-38.270355224609375,-39.567176818847656,-40.3675422668457,-41.27268981933594,-42.02007293701172,-42.299076080322266,-42.982940673828125,-44.70571517944336,-45.39556884765625,-46.23681640625,-46.16168212890625,-45.4345588684082,-44.01930618286133,-43.46401596069336,-43.30842971801758,-43.615169525146484,-44.524620056152344,-46.61180114746094,-46.228092193603516,-44.65110778808594,-43.07295227050781,-44.548240661621094,-45.76183319091797,-45.128013610839844,-44.60508728027344,-43.905418395996094,-44.771400451660156,-43.764984130859375,-43.524513244628906,-42.960838317871094,-43.80793762207031,-43.5178108215332,-41.76081848144531,-42.193538665771484,-43.358646392822266,-43.100425720214844,-43.22624969482422,-43.943294525146484,-43.965084075927734,-44.093868255615234,-45.194358825683594,-45.8796272277832,-45.3886833190918,-45.18766784667969,-45.370704650878906,-45.24263381958008,-45.402809143066406,-47.117027282714844,-45.75168228149414,-44.456661224365234,-45.289154052734375,-46.00319290161133,-46.2512321472168,-45.93195343017578,-47.50519561767578,-50.230567932128906,-50.20280456542969,-49.55573272705078,-50.16647720336914,-49.215179443359375,-48.48746871948242,-48.75484848022461,-48.51390075683594,-47.981929779052734,-48.23051452636719,-48.94024658203125,-49.07850646972656,-50.088531494140625,-51.744468688964844,-51.84978103637695,-53.83818435668945,-54.76427459716797,-55.19956970214844,-55.119354248046875,-54.98659896850586,-54.959476470947266,-54.49604034423828,-53.63292694091797,-52.79679870605469,-52.160797119140625,-51.778926849365234,-51.338382720947266,-50.32895278930664,-50.24448013305664,-50.018978118896484,-49.35503387451172,-48.41142272949219,-48.553558349609375,-49.681739807128906,-50.470458984375,-51.2524299621582,-51.976097106933594,-52.213687896728516,-52.638221740722656,-53.4961051940918,-54.30933380126953,-54.35399627685547,-55.35552215576172,-55.86882400512695,-55.69437789916992
happy,male,-42.537906646728516,-50.8453483581543,-51.20464324951172,-49.578765869140625,-46.35379409790039,-40.80363845825195,-37.35758972167969,-34.38951110839844,-30.717470169067383,-31.383808135986328,-34.19767379760742,-36.33822250366211,-37.99069595336914,-37.0881462097168,-36.357887268066406,-36.949066162109375,-36.94569778442383,-36.095523834228516,-35.862571716308594,-35.794822692871094,-34.94176483154297,-35.41542053222656,-36.43798828125,-37.8432731628418,-40.13402557373047,-41.08586120605469,-39.96760940551758,-38.766029357910156,-38.07332229614258,-37.741329193115234,-39.267372131347656,-40.59511947631836,-41.27293395996094,-42.1339225769043,-41.767784118652344,-42.901248931884766,-43.68831253051758,-45.45974349975586,-46.575138092041016,-46.530059814453125,-45.93856430053711,-44.793270111083984,-44.36539840698242,-44.152191162109375,-43.307151794433594,-44.99223327636719,-46.05397415161133,-47.097164154052734,-43.73415756225586,-42.070491790771484,-43.12668228149414,-44.858787536621094,-46.94609451293945,-44.943092346191406,-45.494388580322266,-45.59552001953125,-44.69021224975586,-42.8182373046875,-43.58177947998047,-43.55253601074219,-43.04983901977539,-42.286720275878906,-42.56546401977539,-43.247947692871094,-43.17805480957031,-42.62944030761719,-43.47151565551758,-44.824729919433594,-45.798316955566406,-45.728763580322266,-45.31380844116211,-45.470863342285156,-46.05712890625,-45.485008239746094,-45.556339263916016,-45.01699447631836,-46.21335983276367,-46.45083999633789,-45.79730224609375,-44.761680603027344,-45.63249969482422,-46.80537414550781,-46.49090576171875,-46.93486022949219,-49.764156341552734,-51.369606018066406,-49.79074478149414,-49.89514923095703,-50.20046615600586,-48.8656120300293,-49.33241271972656,-49.07514953613281,-47.851966857910156,-47.72548294067383,-48.56417465209961,-48.98073196411133,-50.41991424560547,-52.21721267700195,-52.06371307373047,-53.119564056396484,-54.68553161621094,-54.933284759521484,-55.16311264038086,-55.36783218383789,-55.46259307861328,-54.7840690612793,-53.6271858215332,-52.81727981567383,-52.11005401611328,-52.29157257080078,-51.743133544921875,-51.18342971801758,-50.26812744140625,-50.494873046875,-49.98493957519531,-48.90792465209961,-48.705055236816406,-49.565486907958984,-50.63920593261719,-51.53008270263672,-52.03025817871094,-52.57805633544922,-52.75154495239258,-53.49788284301758,-54.47315979003906,-54.485740661621094,-55.30531311035156,-56.15324020385742
happy,male,-43.22557830810547,-50.36524200439453,-50.38112258911133,-48.534549713134766,-45.150150299072266,-38.917327880859375,-35.605499267578125,-32.052154541015625,-28.78221893310547,-30.060039520263672,-33.45476150512695,-35.68791580200195,-36.90791702270508,-35.657344818115234,-35.884918212890625,-36.478485107421875,-36.14287185668945,-35.82550048828125,-35.645423889160156,-34.97967529296875,-34.95263671875,-35.97378921508789,-37.301700592041016,-39.4333610534668,-40.86328125,-39.687530517578125,-38.10405731201172,-37.62028884887695,-37.85977554321289,-39.05005645751953,-39.8355598449707,-40.47261047363281,-41.526580810546875,-41.88761901855469,-42.46719741821289,-43.66327667236328,-44.40005874633789,-45.139137268066406,-45.13762283325195,-44.67209243774414,-43.67454528808594,-43.19187545776367,-42.78233337402344,-43.164405822753906,-44.37845230102539,-46.14107894897461,-45.66815185546875,-43.73777389526367,-42.22732162475586,-43.966285705566406,-45.118709564208984,-44.68952941894531,-44.63880157470703,-43.82645797729492,-44.172264099121094,-42.764015197753906,-43.0408935546875,-42.70180130004883,-43.169517517089844,-43.05048751831055,-41.748085021972656,-42.047122955322266,-42.87688446044922,-42.46293640136719,-42.49024963378906,-43.087554931640625,-43.54018020629883,-43.92873764038086,-44.46084976196289,-45.10493469238281,-44.85089874267578,-44.714656829833984,-45.13788986206055,-45.43218231201172,-45.417049407958984,-46.75907897949219,-45.38178253173828,-44.48136901855469,-45.02054977416992,-45.777976989746094,-46.33464431762695,-45.87793731689453,-47.34142303466797,-49.97279357910156,-49.983219146728516,-49.1875,-50.00312423706055,-48.9495964050293,-48.69302749633789,-48.568458557128906,-48.19610595703125,-47.38438034057617,-47.9315185546875,-48.562408447265625,-48.9469108581543,-49.9470329284668,-51.439544677734375,-51.533870697021484,-53.55240249633789,-54.44749450683594,-54.54194259643555,-54.66737365722656,-54.550209045410156,-54.745567321777344,-54.26850891113281,-53.3707275390625,-52.652828216552734,-52.10954666137695,-51.82131576538086,-51.176876068115234,-50.48822784423828,-50.15653991699219,-49.91097640991211,-49.05590057373047,-48.20799255371094,-48.48041534423828,-49.650760650634766,-50.27840805053711,-51.272708892822266,-51.74174499511719,-52.06654357910156,-52.61643981933594,-53.46830368041992,-53.958797454833984,-54.377037048339844,-55.24504470825195,-55.62173843383789,-55.53582000732422
calm,male,-58.55320358276367,-49.399417877197266,-39.87077713012695,-34.71573257446289,-35.38629913330078,-41.184410095214844,-44.698246002197266,-43.208431243896484,-41.263671875,-41.25853729248047,-41.548828125,-41.61699676513672,-42.6898078918457,-42.84151840209961,-42.718502044677734,-42.525428771972656,-42.2601432800293,-42.95082473754883,-44.1966552734375,-44.31169509887695,-43.27984619140625,-43.391197204589844,-43.88766860961914,-46.33319854736328,-48.22935485839844,-48.22209167480469,-47.57353973388672,-48.227230072021484,-48.697120666503906,-49.43660354614258,-50.46964645385742,-50.35376739501953,-51.46242141723633,-52.02131652832031,-53.02560043334961,-55.538291931152344,-55.33319854736328,-54.932212829589844,-54.12239456176758,-53.73845291137695,-54.04969787597656,-54.44151306152344,-55.54750061035156,-56.66659927368164,-55.27094268798828,-55.16598892211914,-54.13833999633789,-52.66609191894531,-52.47177505493164,-54.33266830444336,-54.31267166137695,-53.151371002197266,-53.23676681518555,-51.85780334472656,-52.88669204711914,-52.64522171020508,-53.04962158203125,-52.29160690307617,-53.51942443847656,-53.7856559753418,-52.534515380859375,-52.82832717895508,-53.509239196777344,-53.27444076538086,-54.290531158447266,-56.8878059387207,-57.278533935546875,-56.80354690551758,-57.037200927734375,-57.4338493347168,-57.84096908569336,-57.380008697509766,-56.89111328125,-56.63027572631836,-58.2092399597168,-57.50054168701172,-55.65456771850586,-54.67198181152344,-54.151275634765625,-54.668087005615234,-55.577972412109375,-56.85987091064453,-57.472862243652344,-59.170623779296875,-59.18357467651367,-60.1078987121582,-60.85444259643555,-60.67142105102539,-60.30597686767578,-60.05489730834961,-59.59981918334961,-59.52841567993164,-59.800411224365234,-59.84786605834961,-59.84917449951172,-60.73224639892578,-62.28490447998047,-63.114036560058594,-64.6995620727539,-64.97358703613281,-64.76375579833984,-64.36115264892578,-64.39507293701172,-63.87861251831055,-63.407230377197266,-63.46769332885742,-64.18763732910156,-64.78043365478516,-65.55531311035156,-66.50273132324219,-66.67689514160156,-66.4155502319336,-65.6539306640625,-65.6359634399414,-65.70932006835938,-65.27871704101562,-65.25666809082031,-64.67143249511719,-64.41864776611328,-65.03411865234375,-65.95592498779297,-66.83041381835938,-67.59709930419922,-67.92916870117188,-68.28031158447266,-68.926025390625,-69.29728698730469,-69.19312286376953
calm,male,-32.29504111570402,-31.113075300102167,-26.90441229391196,-22.954512745820317,-22.75442076893401,-26.200499552583008,-28.62759352931016,-27.700577007206952,-26.66216735145708,-26.844625831558066,-27.3997847513959,-27.715516760092054,-28.12757296155831,-28.03704151968853,-28.093797315936285,-27.786847536660154,-27.568271856317168,-27.822348905124848,-28.855301088301957,-29.110630399262934,-28.52636446954925,-28.67445022376923,-28.668163462337724,-30.309686518463884,-30.25483185127937,-29.703361710682742,-29.57059204063272,-30.02778269232912,-30.057717137619836,-30.190904850057883,-30.181809008467518,-30.35413896988618,-30.69478489858563,-31.02540150158503,-31.045713238173402,-32.196752045226205,-31.792480175195337,-31.102901446718107,-31.094243225987256,-31.16088643383766,-31.486046845652368,-31.42191313446389,-31.544586688369346,-32.03854256381567,-31.161469456164898,-31.686188099118866,-31.651083377308513,-31.367102480628844,-31.00143836264063,-31.37674603590213,-31.227460365890266,-30.852032663546122,-31.778971970193965,-30.11242676309616,-31.489273039786355,-31.117204431134436,-31.10055613549943,-30.456254672911967,-31.59864165496143,-31.261593910913177,-30.664931770430638,-31.085053627936965,-30.678323764822437,-30.47814951255232,-31.250796900152483,-31.598720868974684,-31.688961653446334,-31.89111632992085,-31.35351450050416,-31.398277067480443,-31.712451139525218,-31.72401006865122,-31.704405758786027,-31.27753612663142,-30.94090353654295,-31.61379334583596,-30.78931488826457,-30.990154879639217,-31.60771592232112,-30.970677268479957,-30.739592669503224,-31.17601239861151,-31.11810370515362,-30.91962153756521,-31.122064097182076,-30.852811248697282,-30.945287586570014,-31.164339481410806,-31.313757436376534,-31.181456577988975,-31.264330769746795,-31.414078915565845,-31.281792958049706,-30.936765219248613,-30.67340740147244,-30.63621800348449,-30.937917666758654,-31.096454222392563,-31.044414090713698,-31.059058003720928,-31.169221615063,-31.368381189900845,-31.05976109513089,-30.938995309869075,-30.84408815702818,-30.70897826846785,-31.062458827145043,-30.85622224168968,-31.150360851197725,-30.681069031099934,-30.77847941671644,-30.669711862086903,-30.46477218864396,-30.525108684728988,-30.763589359507627,-30.504678166568183,-31.136043631805343,-31.011788571620993,-30.839791500024656,-30.8314597307052,-30.610044857967893,-30.47604093787839,-30.701171156305914,-30.70561603194254,-30.81831443418776,-30.978516049464304,-30.516559549362544,-30.580387075908316
calm,male,-58.616539001464844,-49.42362594604492,-39.82670211791992,-34.66134262084961,-35.36171340942383,-41.18824768066406,-44.63269805908203,-43.178680419921875,-41.21595764160156,-41.17037582397461,-41.47411346435547,-41.59592056274414,-42.67409896850586,-42.689247131347656,-42.71221923828125,-42.41978073120117,-42.23871612548828,-42.93706130981445,-44.17180633544922,-44.29469299316406,-43.162593841552734,-43.31950378417969,-43.81884002685547,-46.26646423339844,-48.125,-48.130496978759766,-47.570526123046875,-48.22918701171875,-48.701171875,-49.4985237121582,-50.49586868286133,-50.31681442260742,-51.4327278137207,-52.03875732421875,-53.010292053222656,-55.53172302246094,-55.2227783203125,-54.797603607177734,-54.13421630859375,-53.764652252197266,-54.06211471557617,-54.36133575439453,-55.46782684326172,-56.66283416748047,-55.229766845703125,-55.10725784301758,-54.006187438964844,-52.64225387573242,-52.404327392578125,-54.28121566772461,-54.31181716918945,-53.06669616699219,-53.16089630126953,-51.80043029785156,-52.76823425292969,-52.618492126464844,-53.03761291503906,-52.29645538330078,-53.48301696777344,-53.738521575927734,-52.44268035888672,-52.75552749633789,-53.46556091308594,-53.22035598754883,-54.215091705322266,-56.81003952026367,-57.24855041503906,-56.77995300292969,-56.99483871459961,-57.389198303222656,-57.78935623168945,-57.355037689208984,-56.90334701538086,-56.62055969238281,-58.17510223388672,-57.46477127075195,-55.629554748535156,-54.67095184326172,-54.13174057006836,-54.64306640625,-55.5660285949707,-56.84437942504883,-57.390281677246094,-59.120582580566406,-59.13529586791992,-60.07018280029297,-60.832115173339844,-60.63386154174805,-60.21918487548828,-60.00362014770508,-59.55448532104492,-59.494117736816406,-59.76690673828125,-59.81599807739258,-59.84341049194336,-60.73805236816406,-62.27726364135742,-63.095096588134766,-64.68416595458984,-64.94603729248047,-64.73053741455078,-64.36151123046875,-64.39600372314453,-63.87297058105469,-63.40288543701172,-63.478824615478516,-64.18746948242188,-64.76995086669922,-65.56350708007812,-66.50231170654297,-66.67615509033203,-66.42137908935547,-65.65484619140625,-65.63187408447266,-65.729736328125,-65.30726623535156,-65.27855682373047,-64.69853973388672,-64.45053100585938,-65.06977844238281,-65.9872055053711,-66.85163879394531,-67.6211166381836,-67.9665756225586,-68.28776550292969,-68.94905853271484,-69.31188201904297,-69.20979309082031
calm,male,-61.27080535888672,-52.690670013427734,-42.90879821777344,-37.930721282958984,-38.6406135559082,-44.90864181518555,-49.81853485107422,-47.8255729675293,-45.09825134277344,-44.59815216064453,-44.61954879760742,-44.802467346191406,-46.35686111450195,-47.12945556640625,-46.72368240356445,-45.361568450927734,-44.99797439575195,-46.40422439575195,-48.267738342285156,-48.092899322509766,-46.98100662231445,-47.32906723022461,-47.191810607910156,-48.905216217041016,-50.61936950683594,-50.89930725097656,-50.88301086425781,-51.73963165283203,-52.17686462402344,-52.799224853515625,-53.611541748046875,-53.278099060058594,-54.598026275634766,-55.27828598022461,-56.294532775878906,-59.8114013671875,-59.53925323486328,-59.06379318237305,-58.043697357177734,-57.64852523803711,-57.853981018066406,-58.3087158203125,-59.1906623840332,-59.62350845336914,-58.432621002197266,-59.090545654296875,-58.080509185791016,-56.0576171875,-56.17649459838867,-58.01436996459961,-57.05681610107422,-55.63068771362305,-55.971622467041016,-55.5188102722168,-57.01918411254883,-56.18226623535156,-56.696353912353516,-55.678810119628906,-56.48876953125,-56.547874450683594,-55.60903549194336,-56.207725524902344,-56.77000427246094,-56.15361022949219,-57.227230072021484,-59.98009490966797,-59.906715393066406,-60.013545989990234,-60.6854248046875,-61.71927261352539,-61.350868225097656,-60.054134368896484,-59.74253463745117,-59.794349670410156,-61.683692932128906,-60.9040412902832,-58.8974723815918,-58.4294548034668,-57.569313049316406,-58.120750427246094,-58.831634521484375,-60.031307220458984,-60.537052154541016,-62.563743591308594,-62.361907958984375,-63.04231643676758,-64.2547378540039,-63.997947692871094,-63.58838653564453,-62.94108200073242,-62.62713623046875,-62.251441955566406,-62.73417663574219,-62.8121337890625,-63.51900863647461,-64.20144653320312,-65.7889404296875,-66.07415008544922,-67.76484680175781,-68.22540283203125,-68.09508514404297,-67.14672088623047,-67.1020278930664,-67.07697296142578,-66.24536895751953,-66.66740417480469,-67.64663696289062,-67.93859100341797,-68.42504119873047,-69.3094253540039,-69.93431854248047,-69.45238494873047,-68.92167663574219,-69.01802062988281,-68.94037628173828,-68.2274398803711,-68.36910247802734,-67.98733520507812,-67.87317657470703,-67.8804931640625,-69.46321105957031,-70.72733306884766,-71.22166442871094,-71.29044342041016,-71.2996826171875,-72.11833190917969,-72.7445068359375,-72.62136840820312
calm,male,-61.49203872680664,-53.52861404418945,-44.43474578857422,-39.188480377197266,-39.700172424316406,-45.17429733276367,-48.510528564453125,-46.68117141723633,-44.08124923706055,-43.948368072509766,-44.13639450073242,-44.73759460449219,-46.652671813964844,-46.85930252075195,-46.081886291503906,-45.913055419921875,-45.88291931152344,-45.98807144165039,-46.827388763427734,-47.06899642944336,-45.68559646606445,-46.05048751831055,-46.741455078125,-48.180816650390625,-49.806617736816406,-49.97020721435547,-49.33308410644531,-49.84937286376953,-50.028907775878906,-50.30612564086914,-52.300148010253906,-52.67928695678711,-53.0334358215332,-54.00802993774414,-55.077720642089844,-57.56417465209961,-58.73139572143555,-58.13943862915039,-56.66199493408203,-56.215476989746094,-56.057891845703125,-56.3582878112793,-57.853336334228516,-59.2530632019043,-59.24312210083008,-59.091148376464844,-57.14527130126953,-55.538543701171875,-54.376094818115234,-56.621517181396484,-56.319400787353516,-54.853759765625,-55.95468521118164,-54.45735168457031,-55.83064270019531,-55.394954681396484,-56.61712646484375,-55.927711486816406,-56.83156967163086,-56.851409912109375,-55.839439392089844,-55.10321807861328,-55.495941162109375,-54.64720916748047,-55.42902755737305,-57.94781494140625,-58.9439582824707,-59.02214813232422,-58.96223068237305,-59.872406005859375,-61.307125091552734,-60.33161544799805,-60.850521087646484,-59.56782150268555,-60.01695251464844,-60.75322723388672,-58.52519226074219,-57.13186264038086,-55.61240768432617,-56.257598876953125,-57.24612045288086,-58.426822662353516,-59.51173400878906,-61.13665771484375,-61.49037551879883,-62.07544708251953,-64.55830383300781,-64.25170135498047,-63.32699966430664,-62.00846862792969,-61.43721389770508,-61.416255950927734,-62.16242980957031,-61.716270446777344,-61.733314514160156,-62.341835021972656,-63.6638069152832,-64.9461669921875,-66.93151092529297,-67.65931701660156,-67.99967956542969,-67.4480972290039,-67.32815551757812,-66.423095703125,-65.68263244628906,-65.66378784179688,-66.25128936767578,-67.29878997802734,-68.06517028808594,-69.00667572021484,-69.2073974609375,-68.86431884765625,-67.82823181152344,-67.6187744140625,-67.46399688720703,-67.01988983154297,-67.03746795654297,-67.11024475097656,-66.68305206298828,-67.1912841796875,-67.79161071777344,-69.38124084472656,-70.3187026977539,-70.54192352294922,-70.50337219238281,-70.25580596923828,-71.89176940917969,-71.41195678710938
calm,male,-60.87997817993164,-51.7261848449707,-42.19755172729492,-37.042503356933594,-37.713069915771484,-43.51118469238281,-47.025020599365234,-45.53520202636719,-43.5904426574707,-43.58531188964844,-43.87560272216797,-43.94376754760742,-45.016578674316406,-45.16828536987305,-45.0452766418457,-44.852203369140625,-44.586917877197266,-45.27759552001953,-46.5234260559082,-46.63846969604492,-45.60661697387695,-45.71797180175781,-46.21444320678711,-48.659969329833984,-50.556129455566406,-50.54886245727539,-49.90031051635742,-50.55400085449219,-51.02389144897461,-51.76337432861328,-52.796417236328125,-52.680538177490234,-53.78919982910156,-54.348087310791016,-55.35237503051758,-57.86506271362305,-57.659976959228516,-57.25898361206055,-56.44916534423828,-56.06522750854492,-56.37646484375,-56.768287658691406,-57.874271392822266,-58.993370056152344,-57.59770965576172,-57.492759704589844,-56.46511459350586,-54.992862701416016,-54.798545837402344,-56.65943908691406,-56.63945007324219,-55.47814178466797,-55.563533782958984,-54.184574127197266,-55.213462829589844,-54.97199249267578,-55.37638854980469,-54.618377685546875,-55.84619903564453,-56.112430572509766,-54.86128616333008,-55.15510177612305,-55.83600997924805,-55.60121154785156,-56.6173095703125,-59.21458053588867,-59.60530471801758,-59.130313873291016,-59.36396789550781,-59.760623931884766,-60.1677360534668,-59.7067756652832,-59.2178840637207,-58.95704650878906,-60.536014556884766,-59.82731628417969,-57.98133850097656,-56.998748779296875,-56.47804641723633,-56.99485778808594,-57.90474319458008,-59.186649322509766,-59.79963684082031,-61.49739456176758,-61.510337829589844,-62.43466567993164,-63.181209564208984,-62.998199462890625,-62.63275146484375,-62.38167190551758,-61.92659378051758,-61.855186462402344,-62.1271858215332,-62.17464065551758,-62.17594909667969,-63.05901336669922,-64.6116714477539,-65.44081115722656,-67.02633666992188,-67.30035400390625,-67.09052276611328,-66.68791961669922,-66.72184753417969,-66.20538330078125,-65.73400115966797,-65.79446411132812,-66.514404296875,-67.10720825195312,-67.882080078125,-68.82950592041016,-69.003662109375,-68.74231719970703,-67.98070526123047,-67.96273040771484,-68.03610229492188,-67.60548400878906,-67.58344268798828,-66.9981918334961,-66.74542236328125,-67.36089324951172,-68.2826919555664,-69.15719604492188,-69.92388153076172,-70.25594329833984,-70.60708618164062,-71.25279235839844,-71.62406158447266,-71.51988983154297
