emotion,gender,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
angry,male,-32.615379333496094,-39.80280685424805,-42.878238677978516,-43.434837341308594,-42.03240966796875,-37.77342224121094,-32.39033508300781,-30.3759822845459,-29.83888053894043,-31.418968200683594,-34.300113677978516,-35.92464065551758,-37.36614990234375,-37.11034393310547,-35.855560302734375,-34.53215026855469,-33.41215515136719,-34.01422119140625,-36.16785430908203,-37.49434280395508,-37.4127311706543,-37.74431228637695,-35.7032585144043,-34.61832809448242,-34.04161071777344,-34.811641693115234,-37.06301498413086,-38.7899055480957,-38.98052215576172,-39.13227081298828,-39.25226593017578,-39.09204864501953,-39.326290130615234,-38.704925537109375,-38.71059799194336,-39.995365142822266,-39.52790069580078,-38.9071044921875,-38.937965393066406,-39.06391525268555,-39.323211669921875,-40.20707321166992,-40.60165786743164,-40.59556579589844,-40.361122131347656,-40.768768310546875,-40.66284942626953,-40.495182037353516,-38.5175666809082,-38.87248992919922,-40.32451629638672,-41.55428695678711,-42.81049728393555,-42.03176498413086,-42.182682037353516,-41.62711715698242,-42.019187927246094,-42.11001205444336,-42.50611877441406,-42.761783599853516,-43.454673767089844,-43.505859375,-43.590484619140625,-42.958919525146484,-43.015220642089844,-43.59705352783203,-44.53821563720703,-45.641319274902344,-44.987518310546875,-44.79075622558594,-43.8756217956543,-44.38726043701172,-43.71186828613281,-42.95185089111328,-43.07539749145508,-43.781455993652344,-42.87683868408203,-41.51005554199219,-41.47076416015625,-43.10493087768555,-42.068687438964844,-40.0467643737793,-40.62957000732422,-41.99762725830078,-42.228004455566406,-42.918785095214844,-42.707218170166016,-42.71199417114258,-43.461666107177734,-42.8602294921875,-42.7996826171875,-42.6796989440918,-44.290992736816406,-43.86783218383789,-44.284523010253906,-45.46614074707031,-46.160804748535156,-45.55561447143555,-44.94505310058594,-45.3992919921875,-45.31394577026367,-44.95537567138672,-45.768917083740234,-45.94808578491211,-45.24801254272461,-45.75654983520508,-46.03596878051758,-46.01171112060547,-45.86079788208008,-45.2424430847168,-45.45309829711914,-45.73505783081055,-45.71919250488281,-44.613739013671875,-45.09233856201172,-44.7370491027832,-45.22575759887695,-46.17179489135742,-46.94919967651367,-46.506103515625,-46.98957824707031,-47.510009765625,-47.34203338623047,-47.34103012084961,-48.02904510498047,-48.957298278808594,-49.08653259277344,-49.47743225097656
angry,male,-32.79604721069336,-39.76203536987305,-42.32874298095703,-43.01875305175781,-42.370548248291016,-40.945831298828125,-35.1961555480957,-30.170808792114258,-28.65261459350586,-29.228004455566406,-31.026615142822266,-34.65394973754883,-36.50834274291992,-37.07243347167969,-37.307334899902344,-36.615211486816406,-34.4333610534668,-32.887577056884766,-32.26198196411133,-33.2101936340332,-35.012569427490234,-36.82538986206055,-37.03413772583008,-37.60752868652344,-36.913360595703125,-34.93487548828125,-33.925628662109375,-33.8802604675293,-34.68250274658203,-36.75017547607422,-38.1675910949707,-38.046146392822266,-38.600830078125,-38.86160659790039,-38.296390533447266,-38.66551208496094,-38.397239685058594,-38.490386962890625,-39.194942474365234,-40.27608108520508,-39.38916015625,-38.30552291870117,-38.319618225097656,-38.94398498535156,-38.98392105102539,-39.65833282470703,-40.424537658691406,-40.478187561035156,-39.65735626220703,-39.99264907836914,-39.995723724365234,-38.97184371948242,-38.956912994384766,-38.240272521972656,-39.891815185546875,-41.112552642822266,-41.92338180541992,-41.26278305053711,-41.32636260986328,-40.666385650634766,-40.342681884765625,-40.859291076660156,-41.155059814453125,-41.393558502197266,-42.3929443359375,-43.02126693725586,-42.659236907958984,-41.69124221801758,-41.73005676269531,-42.418155670166016,-42.91748046875,-44.79359436035156,-44.2275505065918,-43.778564453125,-42.89249801635742,-43.598426818847656,-43.21087646484375,-42.15547180175781,-42.308902740478516,-42.75642395019531,-42.79926681518555,-40.93147277832031,-40.19964599609375,-41.975440979003906,-41.79718780517578,-39.743831634521484,-39.04835891723633,-40.820404052734375,-41.731056213378906,-42.12425231933594,-42.04956817626953,-41.886539459228516,-42.844051361083984,-42.509220123291016,-42.17133331298828,-41.92579650878906,-42.635677337646484,-43.04236602783203,-43.03203582763672,-43.94203186035156,-44.907230377197266,-44.617671966552734,-44.27254867553711,-44.129173278808594,-43.93500900268555,-43.35584259033203,-44.68813705444336,-45.33841323852539,-44.47745132446289,-44.55961990356445,-45.261634826660156,-45.030277252197266,-44.89769744873047,-44.358741760253906,-44.531620025634766,-44.68110656738281,-44.98624801635742,-44.07050323486328,-43.93535614013672,-44.193111419677734,-44.60629653930664,-45.442386627197266,-45.926856994628906,-45.769893646240234,-45.92742919921875,-46.51137924194336,-46.32598114013672,-46.23720932006836
angry,male,-27.693302154541016,-34.814117431640625,-38.0997314453125,-39.545997619628906,-37.51130676269531,-32.31523132324219,-26.81325340270996,-24.747255325317383,-24.64373016357422,-26.673965454101562,-29.719369888305664,-31.535093307495117,-32.95450973510742,-32.6322021484375,-30.818822860717773,-29.425981521606445,-28.412233352661133,-29.215240478515625,-31.19424819946289,-32.74795913696289,-33.0220947265625,-32.99343490600586,-31.129234313964844,-29.76529884338379,-29.455322265625,-30.236980438232422,-32.484954833984375,-34.175472259521484,-34.25566864013672,-34.37662887573242,-34.43196487426758,-34.09477615356445,-34.16997528076172,-33.98673629760742,-34.109249114990234,-35.228214263916016,-34.807823181152344,-34.20299530029297,-33.80837631225586,-34.03197479248047,-34.22185516357422,-34.990596771240234,-35.90707778930664,-36.202735900878906,-35.83036422729492,-35.89284133911133,-35.66609573364258,-35.240413665771484,-33.73777770996094,-34.296791076660156,-35.77700424194336,-36.717716217041016,-37.65976333618164,-37.01032257080078,-36.962890625,-36.258506774902344,-36.778709411621094,-37.10568618774414,-37.42068099975586,-37.58298873901367,-38.41512680053711,-38.6532096862793,-38.539974212646484,-37.76026916503906,-37.976585388183594,-38.30752182006836,-39.08828353881836,-40.550048828125,-39.87623596191406,-39.65499496459961,-38.79323196411133,-39.067169189453125,-38.54397964477539,-38.105079650878906,-38.23493957519531,-38.98851013183594,-37.81897735595703,-36.131385803222656,-36.077430725097656,-37.84614562988281,-36.736961364746094,-35.298065185546875,-35.691036224365234,-36.719383239746094,-37.44343948364258,-38.25192642211914,-37.897789001464844,-37.8856086730957,-38.7470588684082,-38.281490325927734,-37.95360565185547,-37.797882080078125,-39.01066970825195,-39.10263442993164,-39.2379264831543,-40.288414001464844,-40.85317611694336,-40.587806701660156,-39.976234436035156,-40.291168212890625,-39.73381805419922,-39.884395599365234,-40.77618408203125,-41.05253601074219,-40.423553466796875,-40.9224853515625,-41.1456413269043,-41.16135787963867,-40.959693908691406,-40.46439743041992,-40.548606872558594,-40.59809875488281,-40.76284408569336,-39.79306411743164,-40.036006927490234,-40.010337829589844,-40.607357025146484,-41.35746383666992,-41.83131408691406,-41.78925704956055,-42.2634162902832,-42.63417434692383,-42.45474624633789,-42.241432189941406,-42.98676300048828,-43.92267990112305,-44.10276412963867,-44.50136184692383
disgust,female,-58.47096252441406,-56.36736297607422,-52.846900939941406,-50.731201171875,-49.58390808105469,-45.40509796142578,-40.73411178588867,-36.56999588012695,-32.611812591552734,-31.889436721801758,-33.317848205566406,-36.717899322509766,-40.52973175048828,-40.010887145996094,-38.14236831665039,-36.2979850769043,-35.98154830932617,-35.341827392578125,-34.93309783935547,-33.40590286254883,-31.986791610717773,-32.6097297668457,-33.534706115722656,-34.77397537231445,-34.67163848876953,-34.81425094604492,-36.02675247192383,-37.5363655090332,-36.697025299072266,-35.831302642822266,-35.066314697265625,-35.067012786865234,-35.67854690551758,-37.03280258178711,-37.98974609375,-40.699703216552734,-41.29777908325195,-40.33889389038086,-40.15910339355469,-38.36332702636719,-37.32188034057617,-37.3979377746582,-38.200862884521484,-40.02262496948242,-41.833885192871094,-44.523948669433594,-44.46657180786133,-43.7435188293457,-41.56816101074219,-41.18870162963867,-40.96207809448242,-41.4580192565918,-43.55342483520508,-43.65045166015625,-44.2318000793457,-42.52008819580078,-41.842037200927734,-40.881038665771484,-41.96165466308594,-42.32246780395508,-41.92483901977539,-41.60915756225586,-41.89364242553711,-42.005638122558594,-41.66346740722656,-41.4652214050293,-40.939388275146484,-41.590877532958984,-44.15999221801758,-44.66160202026367,-42.39118957519531,-42.154476165771484,-43.623023986816406,-44.43746566772461,-43.79606628417969,-42.977630615234375,-44.05293655395508,-45.09099578857422,-44.249210357666016,-44.225128173828125,-45.83348846435547,-45.13014221191406,-44.738922119140625,-45.54790115356445,-45.63093566894531,-46.449527740478516,-46.16252517700195,-46.06239318847656,-47.1988639831543,-46.26007080078125,-46.26388931274414,-45.92686080932617,-44.65272521972656,-44.038673400878906,-45.12291717529297,-43.97068786621094,-44.235965728759766,-44.223873138427734,-43.618438720703125,-43.65915298461914,-44.04719161987305,-44.82410430908203,-46.42393493652344,-47.72834396362305,-49.11490249633789,-49.52121353149414,-50.91706848144531,-51.81434631347656,-52.84754180908203,-53.26555633544922,-53.22566604614258,-53.519859313964844,-53.696205139160156,-54.05846405029297,-54.60688781738281,-54.5987663269043,-54.32319259643555,-54.25204849243164,-54.387290954589844,-54.18601989746094,-54.1107292175293,-54.330780029296875,-54.46907424926758,-54.85816955566406,-55.07807159423828,-55.4002685546875,-55.86301803588867,-56.157100677490234
disgust,female,-31.84515918484736,-31.460044932544907,-31.79436106634945,-31.631689019855457,-31.7719951352377,-31.02330300971404,-28.40489456884936,-26.059372343128803,-23.133710043894588,-22.076937643037237,-23.07277296865273,-26.00670455333713,-28.558120060417107,-28.545358037868578,-27.202511222398435,-26.048468057399816,-25.70985263936427,-25.37282701326967,-25.198812965239195,-23.975546263615083,-22.851712298136462,-23.08863042404961,-23.757784957060053,-24.707976355358678,-24.610747045181334,-24.53428785380479,-25.65192366461788,-26.575628279179373,-25.686294306395794,-24.586034001933836,-23.823400229441376,-24.09385204540251,-24.71971913628094,-26.239850736971697,-26.61113403596791,-28.011079342139737,-28.057217738761235,-27.8097752241483,-27.551084328945063,-26.563196675145022,-25.79514036838173,-24.967420226707635,-26.03494797115665,-26.88608117644629,-27.565024037429644,-29.320358222646476,-29.35376620518112,-29.26412257750248,-27.406257078866634,-27.2023307744746,-27.34789213064188,-27.368863085685554,-28.686550166417017,-28.399875330729312,-28.305072330006507,-28.03792585881321,-28.520458207134105,-27.627381177294502,-29.076216543625993,-28.93961011190038,-28.20583730964347,-28.255374578065883,-29.034119211106496,-29.19011409663931,-28.735768723443368,-28.835030839876968,-28.6230773339351,-28.755473025264877,-29.8760615571087,-29.897244009372653,-28.787981431356872,-28.782414226090037,-30.23004913830607,-30.326837632571696,-29.10902113932413,-29.21057582534712,-29.181228192762422,-29.67055670071823,-29.316609571480015,-29.417399319335242,-29.927635617048832,-29.01965090970648,-29.112688035594854,-29.60196902043925,-29.190175593975837,-29.805128303908027,-29.482512149404485,-29.48621670968251,-29.70902021762087,-29.538117640713786,-29.766087623381644,-29.730919203234695,-29.022563365388386,-28.57572836733245,-29.623568120825063,-28.909055898509994,-29.57559093400084,-29.246239641719953,-28.65163173062283,-28.568191667800154,-28.92514338308101,-29.180629634340306,-29.60545099947762,-29.526544408118593,-29.57873499430248,-30.065144475586983,-30.280865580150284,-30.758589555260073,-30.91471289400642,-30.689029351696885,-30.775315693352503,-30.26325964138218,-30.186235045974623,-30.462891075515845,-30.305612137102038,-30.265419122251775,-30.29757623892229,-30.121492697787307,-30.337126582781508,-30.34219753008718,-30.577689230113016,-30.88833715764492,-30.53959326747606,-30.351728692566056,-30.45600124421605,-30.477782548776432,-30.277595937781175,-30.077765419558816
disgust,female,-58.42103576660156,-56.348411560058594,-52.82576370239258,-50.72016143798828,-49.579586029052734,-45.41788864135742,-40.71380615234375,-36.49296188354492,-32.5366325378418,-31.88286590576172,-33.31441879272461,-36.74394226074219,-40.474754333496094,-39.95393753051758,-38.084739685058594,-36.226043701171875,-35.93952178955078,-35.30659484863281,-34.90968322753906,-33.37862014770508,-31.961902618408203,-32.57961654663086,-33.46964645385742,-34.755218505859375,-34.62128448486328,-34.790069580078125,-36.01204299926758,-37.549049377441406,-36.6614990234375,-35.788299560546875,-35.045196533203125,-35.0416374206543,-35.626220703125,-36.93880081176758,-37.943641662597656,-40.65553283691406,-41.226200103759766,-40.284854888916016,-40.13823699951172,-38.300819396972656,-37.24984359741211,-37.34238052368164,-38.157161712646484,-39.99165344238281,-41.775699615478516,-44.49184036254883,-44.46302795410156,-43.67646026611328,-41.54721450805664,-41.154945373535156,-40.911495208740234,-41.39768981933594,-43.545989990234375,-43.65041732788086,-44.2181396484375,-42.45558166503906,-41.80110168457031,-40.85392761230469,-41.92494583129883,-42.27197265625,-41.862300872802734,-41.5471305847168,-41.85701370239258,-41.948402404785156,-41.5938720703125,-41.431129455566406,-40.882999420166016,-41.520442962646484,-44.09242248535156,-44.60623550415039,-42.31700897216797,-42.07966232299805,-43.58562469482422,-44.398067474365234,-43.77725601196289,-42.97697830200195,-44.027931213378906,-45.04983139038086,-44.2528190612793,-44.19287109375,-45.7748908996582,-45.11868667602539,-44.73352813720703,-45.50967025756836,-45.615604400634766,-46.433692932128906,-46.14662551879883,-46.02566909790039,-47.187198638916016,-46.22385787963867,-46.23756408691406,-45.8958625793457,-44.60869598388672,-44.02136993408203,-45.091617584228516,-43.93828582763672,-44.21611785888672,-44.2051887512207,-43.59138107299805,-43.64002990722656,-44.03557205200195,-44.79387664794922,-46.40781784057617,-47.702579498291016,-49.07704162597656,-49.50428771972656,-50.896602630615234,-51.79607391357422,-52.836978912353516,-53.24620056152344,-53.202388763427734,-53.496604919433594,-53.66635513305664,-54.04159927368164,-54.584075927734375,-54.59386444091797,-54.29445266723633,-54.24934387207031,-54.383785247802734,-54.19295120239258,-54.11198425292969,-54.33070373535156,-54.46947479248047,-54.85957336425781,-55.08206558227539,-55.40782928466797,-55.86699295043945,-56.1700439453125
disgust,female,-62.9078254699707,-60.535396575927734,-56.708980560302734,-54.287837982177734,-53.00938034057617,-48.729862213134766,-43.62651443481445,-39.316680908203125,-35.460636138916016,-34.85466384887695,-36.35491180419922,-39.491397857666016,-43.48539352416992,-43.72773742675781,-41.7940788269043,-39.74224853515625,-39.013526916503906,-38.63715744018555,-38.42924880981445,-36.363468170166016,-34.33192443847656,-34.65846252441406,-35.67152404785156,-37.29024887084961,-37.71125030517578,-37.59049606323242,-38.847442626953125,-40.47560119628906,-40.07875061035156,-39.40949249267578,-37.948394775390625,-37.78209686279297,-38.3746223449707,-39.84797668457031,-40.65516662597656,-43.48814392089844,-44.006080627441406,-43.21579360961914,-42.96152114868164,-41.89889907836914,-41.12659454345703,-41.29377365112305,-41.89188003540039,-43.04488754272461,-44.886478424072266,-47.78266525268555,-47.49116516113281,-46.981719970703125,-44.60298156738281,-44.10543441772461,-44.15835189819336,-44.24483108520508,-46.33936309814453,-45.81132125854492,-46.48635482788086,-44.916282653808594,-44.83805465698242,-43.74411392211914,-44.377037048339844,-45.0797004699707,-44.87779998779297,-44.82916259765625,-45.357120513916016,-45.577484130859375,-45.444053649902344,-44.97125244140625,-43.958126068115234,-44.33297348022461,-46.927520751953125,-47.227264404296875,-46.007286071777344,-45.887840270996094,-46.74394226074219,-47.44516372680664,-47.09608840942383,-45.93498992919922,-46.54264450073242,-48.10139846801758,-47.155426025390625,-46.603572845458984,-48.61662673950195,-48.25062561035156,-47.772159576416016,-48.7367057800293,-48.53336715698242,-48.87894821166992,-48.86977005004883,-49.111328125,-49.959171295166016,-48.89601135253906,-49.34587097167969,-48.809261322021484,-47.60158920288086,-46.871360778808594,-47.9631462097168,-47.022361755371094,-47.15171813964844,-47.16065979003906,-46.34206771850586,-46.15463638305664,-46.705413818359375,-47.642860412597656,-49.02849197387695,-50.647579193115234,-52.04428482055664,-52.25404739379883,-53.8607292175293,-54.436431884765625,-55.7081184387207,-56.29872512817383,-56.32804870605469,-56.31294250488281,-56.59999084472656,-56.998130798339844,-57.240936279296875,-57.674007415771484,-57.0275993347168,-56.951080322265625,-57.296875,-56.892845153808594,-56.799720764160156,-57.091243743896484,-57.362457275390625,-57.895389556884766,-58.02105712890625,-58.478515625,-58.88569259643555,-59.086177825927734
disgust,female,-61.88652420043945,-58.649757385253906,-55.14302444458008,-53.17160415649414,-50.336669921875,-45.81501007080078,-41.5063362121582,-37.184566497802734,-35.547576904296875,-36.03385925292969,-38.89646530151367,-42.25406265258789,-42.16349792480469,-40.46985626220703,-38.95187759399414,-37.93687438964844,-37.1557731628418,-36.1173095703125,-34.3526611328125,-34.42835235595703,-35.85714340209961,-36.99751281738281,-36.88348388671875,-37.846923828125,-39.520721435546875,-40.3152961730957,-39.23772430419922,-37.80176544189453,-37.16680908203125,-37.399627685546875,-39.0710563659668,-40.386207580566406,-42.049827575683594,-43.933170318603516,-42.90363311767578,-42.287845611572266,-41.527870178222656,-41.124839782714844,-41.49900436401367,-42.596221923828125,-44.008724212646484,-45.89060974121094,-47.57748794555664,-47.89255142211914,-45.757076263427734,-44.70069122314453,-44.22431182861328,-45.015201568603516,-45.3909797668457,-46.863948822021484,-47.43120193481445,-46.07415771484375,-45.4272346496582,-43.55317306518555,-44.859535217285156,-44.54096603393555,-44.98197937011719,-43.437015533447266,-44.468902587890625,-44.87873840332031,-45.318790435791016,-45.10745620727539,-44.0538215637207,-43.98582077026367,-45.40455627441406,-47.22163772583008,-46.15890884399414,-45.43709945678711,-46.16360092163086,-46.706974029541016,-47.210872650146484,-46.45634460449219,-46.77176284790039,-48.48879623413086,-47.04667282104492,-47.08888244628906,-47.91236114501953,-48.95417785644531,-48.223628997802734,-47.621402740478516,-48.287078857421875,-48.90593338012695,-49.51894760131836,-49.086944580078125,-49.95578384399414,-49.93082046508789,-49.03010940551758,-49.310489654541016,-49.302818298339844,-47.27288818359375,-47.378517150878906,-47.26416015625,-46.41473388671875,-47.246639251708984,-46.55815887451172,-46.27342224121094,-46.609962463378906,-47.29766845703125,-48.80056381225586,-50.15015411376953,-51.622066497802734,-52.66427230834961,-53.80200958251953,-55.00421905517578,-55.47029495239258,-56.64823532104492,-56.541419982910156,-56.305057525634766,-56.95625305175781,-57.10956573486328,-57.50133514404297,-57.74119567871094,-57.574188232421875,-56.97852325439453,-57.27138137817383,-57.5664176940918,-57.196781158447266,-57.72636795043945,-57.94233322143555,-58.17974853515625,-58.18661880493164,-58.66851043701172,-59.10182571411133,-59.52137756347656,-60.027313232421875,-60.30231475830078,-60.4586181640625,-60.60377502441406
disgust,female,-56.70817184448242,-54.604576110839844,-51.08412170410156,-48.96841049194336,-47.82112503051758,-43.64231491088867,-38.97132873535156,-34.807212829589844,-30.849029541015625,-30.126651763916016,-31.555065155029297,-34.95511245727539,-38.766944885253906,-38.248104095458984,-36.379581451416016,-34.53520202636719,-34.2187614440918,-33.579044342041016,-33.170310974121094,-31.64312171936035,-30.22400665283203,-30.846946716308594,-31.77192497253418,-33.011192321777344,-32.908851623535156,-33.051456451416016,-34.26396560668945,-35.773582458496094,-34.934242248535156,-34.068519592285156,-33.30352783203125,-33.30422592163086,-33.91576385498047,-35.270015716552734,-36.22695541381836,-38.93691635131836,-39.53499221801758,-38.57610321044922,-38.39632034301758,-36.60054016113281,-35.55908966064453,-35.63515090942383,-36.43807601928711,-38.25984191894531,-40.07110595703125,-42.76116943359375,-42.70378875732422,-41.98073196411133,-39.80537033081055,-39.42591857910156,-39.19928741455078,-39.695228576660156,-41.7906379699707,-41.887664794921875,-42.46901321411133,-40.757301330566406,-40.079254150390625,-39.11825942993164,-40.1988639831543,-40.5596809387207,-40.16205596923828,-39.84637451171875,-40.13085174560547,-40.24285125732422,-39.90068435668945,-39.70243453979492,-39.176597595214844,-39.82809066772461,-42.39720153808594,-42.8988151550293,-40.62841033935547,-40.39168930053711,-41.860233306884766,-42.674678802490234,-42.033287048339844,-41.21484375,-42.2901496887207,-43.328208923339844,-42.486427307128906,-42.46234893798828,-44.070701599121094,-43.36735153198242,-42.976131439208984,-43.78511047363281,-43.8681526184082,-44.68674087524414,-44.39973449707031,-44.29960632324219,-45.43607711791992,-44.497283935546875,-44.5011100769043,-44.1640739440918,-42.88993835449219,-42.27588653564453,-43.360130310058594,-42.20789337158203,-42.47317886352539,-42.461090087890625,-41.855655670166016,-41.896366119384766,-42.28440856933594,-43.06132125854492,-44.6611442565918,-45.965553283691406,-47.35211181640625,-47.758426666259766,-49.154273986816406,-50.05155944824219,-51.084754943847656,-51.50276565551758,-51.46287536621094,-51.75707244873047,-51.93342208862305,-52.295677185058594,-52.84409713745117,-52.835975646972656,-52.560401916503906,-52.489261627197266,-52.62451171875,-52.42323303222656,-52.34794235229492,-52.5679931640625,-52.7062873840332,-53.09538650512695,-53.315284729003906,-53.637481689453125,-54.1002311706543,-54.39431381225586
fear,female,-42.52482986450195,-42.32026672363281,-42.313411712646484,-42.21720504760742,-42.22099685668945,-41.079307556152344,-40.42350387573242,-40.77726745605469,-40.67460632324219,-39.85430908203125,-37.87077713012695,-34.90503692626953,-30.898801803588867,-27.330720901489258,-24.48103904724121,-23.288328170776367,-23.320781707763672,-23.773347854614258,-24.90408706665039,-24.89853858947754,-24.277849197387695,-25.039695739746094,-26.52189826965332,-28.440982818603516,-29.804670333862305,-30.215431213378906,-30.799009323120117,-30.625316619873047,-29.878522872924805,-30.148502349853516,-30.133710861206055,-29.483861923217773,-29.453704833984375,-29.96537971496582,-29.565025329589844,-30.10124969482422,-29.826669692993164,-31.16899871826172,-32.619380950927734,-32.444007873535156,-31.86805534362793,-32.233848571777344,-33.52327346801758,-34.0328254699707,-33.27851104736328,-31.322673797607422,-29.821582794189453,-30.057170867919922,-30.144927978515625,-31.56412124633789,-32.34988784790039,-31.707958221435547,-32.53458786010742,-32.822513580322266,-34.91147994995117,-34.868560791015625,-34.764381408691406,-32.778568267822266,-32.2518424987793,-31.64017677307129,-31.363197326660156,-31.051803588867188,-29.73442268371582,-29.268529891967773,-30.05245590209961,-29.959104537963867,-29.115345001220703,-27.828372955322266,-26.588159561157227,-26.688581466674805,-27.24721336364746,-27.624231338500977,-29.086336135864258,-30.231483459472656,-31.186208724975586,-32.12879180908203,-33.354007720947266,-33.86775207519531,-33.693904876708984,-34.70864486694336,-35.07550048828125,-34.676185607910156,-33.70198059082031,-33.72480010986328,-33.09361267089844,-32.01117706298828,-31.947778701782227,-31.04610824584961,-31.59478187561035,-31.598966598510742,-31.686519622802734,-30.7329044342041,-30.263015747070312,-30.192508697509766,-30.782133102416992,-31.071063995361328,-30.946706771850586,-31.305307388305664,-31.827299118041992,-32.57184982299805,-32.716941833496094,-34.17756652832031,-35.43234634399414,-37.53369140625,-38.88206100463867,-39.77674102783203,-39.93941116333008,-38.65679168701172,-37.728492736816406,-38.55282974243164,-39.499412536621094,-39.62249755859375,-40.159690856933594,-39.8968620300293,-39.19315719604492,-39.46062469482422,-39.937870025634766,-39.851253509521484,-39.233177185058594,-38.6436882019043,-38.53289794921875,-37.430328369140625,-37.60995864868164,-38.22170639038086,-38.13356018066406,-38.81996154785156,-39.21122360229492,-40.33395004272461
fear,female,-30.223177829456667,-30.55728828648513,-31.043295374140705,-30.85831587386491,-30.950016152617053,-30.360087945888615,-29.626436568013048,-30.18847597898207,-30.173086303390306,-29.791421656257448,-28.61178264948375,-26.544798752852632,-23.292631526759834,-20.028646394763257,-17.85547227972595,-16.85464663800224,-16.37029202638959,-16.441459491071388,-17.248342618215244,-17.679138561575,-17.786197538330693,-18.547566650268234,-19.52006208018685,-21.066351796860747,-22.503256601631872,-22.715815057261857,-23.101858735451604,-23.102817288797024,-22.665551319600688,-22.632338049526464,-22.46500208038709,-21.476667252848834,-21.108213435150162,-21.290774189966015,-21.562572791609153,-22.493778386060917,-21.935554544348907,-22.612239320576997,-24.15880267340803,-24.678534931819605,-24.554017679885472,-24.985745429810102,-25.981025933867937,-25.879883572616013,-24.385413349602814,-23.72084433629588,-22.718481160336637,-22.170298740512518,-21.76436113711966,-23.27295176047941,-24.025198169358447,-23.07633350352951,-24.462146036259128,-24.44074497171595,-26.59406744146285,-26.205438830021045,-26.39186819953088,-24.49355700552672,-23.91895133820426,-23.45401610117696,-23.509910498169056,-23.094260650740722,-22.491755498851415,-22.206623599543256,-23.001782515757586,-23.035956352831157,-22.346111414068016,-21.02804061702762,-20.062210494354122,-20.460544549588224,-20.87316075886458,-21.17095998505983,-22.245216884614024,-22.864537089734664,-23.09262929621054,-23.696717142754885,-24.48695741852348,-24.752273688657958,-24.274335404967033,-25.08128439349457,-25.408671897328233,-25.15023004310027,-24.96634662168242,-24.62540562173168,-24.182674621222315,-23.673172177105936,-23.656180327068455,-22.77311490944803,-23.641391272179938,-23.75640132137671,-24.047004507051163,-23.095286848391545,-22.34131648773605,-22.504917404296947,-23.05105771732864,-23.25824802017785,-22.986516292684158,-23.185236001194387,-23.83494228036046,-24.471505260723013,-24.734071839100878,-25.20626098299938,-25.96817907102398,-27.481888163376418,-28.40885209209836,-28.594648410545528,-28.260542795503525,-27.776140111523603,-27.279594676786484,-27.70716524858864,-28.137195914510123,-27.84476543303838,-27.616113731106136,-27.586411732230054,-27.436680610562423,-27.613047910510254,-27.194442748949793,-27.262554401880408,-27.24418578048635,-27.1515751540305,-27.287811100308346,-26.774310955468106,-27.255431062079627,-27.365298856886216,-27.129972407051127,-27.191364221043944,-27.266249118766606,-27.811363418919633
