emotion,gender,actor,path
sad,male,7,../data/raw\Actor_07\03-01-04-02-01-01-07.wav
sad,male,7,../data/raw\Actor_07\03-01-04-02-01-02-07.wav
sad,male,7,../data/raw\Actor_07\03-01-04-02-02-01-07.wav
sad,male,7,../data/raw\Actor_07\03-01-04-02-02-02-07.wav
angry,male,7,../data/raw\Actor_07\03-01-05-01-01-01-07.wav
angry,male,7,../data/raw\Actor_07\03-01-05-01-01-02-07.wav
angry,male,7,../data/raw\Actor_07\03-01-05-01-02-01-07.wav
angry,male,7,../data/raw\Actor_07\03-01-05-01-02-02-07.wav
angry,male,7,../data/raw\Actor_07\03-01-05-02-01-01-07.wav
angry,male,7,../data/raw\Actor_07\03-01-05-02-01-02-07.wav
angry,male,7,../data/raw\Actor_07\03-01-05-02-02-01-07.wav
angry,male,7,../data/raw\Actor_07\03-01-05-02-02-02-07.wav
fear,male,7,../data/raw\Actor_07\03-01-06-01-01-01-07.wav
fear,male,7,../data/raw\Actor_07\03-01-06-01-01-02-07.wav
fear,male,7,../data/raw\Actor_07\03-01-06-01-02-01-07.wav
fear,male,7,../data/raw\Actor_07\03-01-06-01-02-02-07.wav
fear,male,7,../data/raw\Actor_07\03-01-06-02-01-01-07.wav
fear,male,7,../data/raw\Actor_07\03-01-06-02-01-02-07.wav
fear,male,7,../data/raw\Actor_07\03-01-06-02-02-01-07.wav
fear,male,7,../data/raw\Actor_07\03-01-06-02-02-02-07.wav
disgust,male,7,../data/raw\Actor_07\03-01-07-01-01-01-07.wav
disgust,male,7,../data/raw\Actor_07\03-01-07-01-01-02-07.wav
disgust,male,7,../data/raw\Actor_07\03-01-07-01-02-01-07.wav
disgust,male,7,../data/raw\Actor_07\03-01-07-01-02-02-07.wav
disgust,male,7,../data/raw\Actor_07\03-01-07-02-01-01-07.wav
disgust,male,7,../data/raw\Actor_07\03-01-07-02-01-02-07.wav
disgust,male,7,../data/raw\Actor_07\03-01-07-02-02-01-07.wav
disgust,male,7,../data/raw\Actor_07\03-01-07-02-02-02-07.wav
surprise,male,7,../data/raw\Actor_07\03-01-08-01-01-01-07.wav
surprise,male,7,../data/raw\Actor_07\03-01-08-01-01-02-07.wav
surprise,male,7,../data/raw\Actor_07\03-01-08-01-02-01-07.wav
surprise,male,7,../data/raw\Actor_07\03-01-08-01-02-02-07.wav
surprise,male,7,../data/raw\Actor_07\03-01-08-02-01-01-07.wav
surprise,male,7,../data/raw\Actor_07\03-01-08-02-01-02-07.wav
surprise,male,7,../data/raw\Actor_07\03-01-08-02-02-01-07.wav
surprise,male,7,../data/raw\Actor_07\03-01-08-02-02-02-07.wav
neutral,female,8,../data/raw\Actor_08\03-01-01-01-01-01-08.wav
neutral,female,8,../data/raw\Actor_08\03-01-01-01-01-02-08.wav
neutral,female,8,../data/raw\Actor_08\03-01-01-01-02-01-08.wav
neutral,female,8,../data/raw\Actor_08\03-01-01-01-02-02-08.wav
calm,female,8,../data/raw\Actor_08\03-01-02-01-01-01-08.wav
calm,female,8,../data/raw\Actor_08\03-01-02-01-01-02-08.wav
calm,female,8,../data/raw\Actor_08\03-01-02-01-02-01-08.wav
calm,female,8,../data/raw\Actor_08\03-01-02-01-02-02-08.wav
calm,female,8,../data/raw\Actor_08\03-01-02-02-01-01-08.wav
calm,female,8,../data/raw\Actor_08\03-01-02-02-01-02-08.wav
calm,female,8,../data/raw\Actor_08\03-01-02-02-02-01-08.wav
calm,female,8,../data/raw\Actor_08\03-01-02-02-02-02-08.wav
happy,female,8,../data/raw\Actor_08\03-01-03-01-01-01-08.wav
happy,female,8,../data/raw\Actor_08\03-01-03-01-01-02-08.wav
happy,female,8,../data/raw\Actor_08\03-01-03-01-02-01-08.wav
happy,female,8,../data/raw\Actor_08\03-01-03-01-02-02-08.wav
happy,female,8,../data/raw\Actor_08\03-01-03-02-01-01-08.wav
happy,female,8,../data/raw\Actor_08\03-01-03-02-01-02-08.wav
happy,female,8,../data/raw\Actor_08\03-01-03-02-02-01-08.wav
happy,female,8,../data/raw\Actor_08\03-01-03-02-02-02-08.wav
sad,female,8,../data/raw\Actor_08\03-01-04-01-01-01-08.wav
sad,female,8,../data/raw\Actor_08\03-01-04-01-01-02-08.wav
sad,female,8,../data/raw\Actor_08\03-01-04-01-02-01-08.wav
sad,female,8,../data/raw\Actor_08\03-01-04-01-02-02-08.wav
sad,female,8,../data/raw\Actor_08\03-01-04-02-01-01-08.wav
sad,female,8,../data/raw\Actor_08\03-01-04-02-01-02-08.wav
sad,female,8,../data/raw\Actor_08\03-01-04-02-02-01-08.wav
sad,female,8,../data/raw\Actor_08\03-01-04-02-02-02-08.wav
angry,female,8,../data/raw\Actor_08\03-01-05-01-01-01-08.wav
angry,female,8,../data/raw\Actor_08\03-01-05-01-01-02-08.wav
angry,female,8,../data/raw\Actor_08\03-01-05-01-02-01-08.wav
angry,female,8,../data/raw\Actor_08\03-01-05-01-02-02-08.wav
angry,female,8,../data/raw\Actor_08\03-01-05-02-01-01-08.wav
angry,female,8,../data/raw\Actor_08\03-01-05-02-01-02-08.wav
angry,female,8,../data/raw\Actor_08\03-01-05-02-02-01-08.wav
angry,female,8,../data/raw\Actor_08\03-01-05-02-02-02-08.wav
fear,female,8,../data/raw\Actor_08\03-01-06-01-01-01-08.wav
fear,female,8,../data/raw\Actor_08\03-01-06-01-01-02-08.wav
fear,female,8,../data/raw\Actor_08\03-01-06-01-02-01-08.wav
fear,female,8,../data/raw\Actor_08\03-01-06-01-02-02-08.wav
fear,female,8,../data/raw\Actor_08\03-01-06-02-01-01-08.wav
fear,female,8,../data/raw\Actor_08\03-01-06-02-01-02-08.wav
fear,female,8,../data/raw\Actor_08\03-01-06-02-02-01-08.wav
fear,female,8,../data/raw\Actor_08\03-01-06-02-02-02-08.wav
disgust,female,8,../data/raw\Actor_08\03-01-07-01-01-01-08.wav
disgust,female,8,../data/raw\Actor_08\03-01-07-01-01-02-08.wav
disgust,female,8,../data/raw\Actor_08\03-01-07-01-02-01-08.wav
disgust,female,8,../data/raw\Actor_08\03-01-07-01-02-02-08.wav
disgust,female,8,../data/raw\Actor_08\03-01-07-02-01-01-08.wav
disgust,female,8,../data/raw\Actor_08\03-01-07-02-01-02-08.wav
disgust,female,8,../data/raw\Actor_08\03-01-07-02-02-01-08.wav
disgust,female,8,../data/raw\Actor_08\03-01-07-02-02-02-08.wav
surprise,female,8,../data/raw\Actor_08\03-01-08-01-01-01-08.wav
surprise,female,8,../data/raw\Actor_08\03-01-08-01-01-02-08.wav
surprise,female,8,../data/raw\Actor_08\03-01-08-01-02-01-08.wav
surprise,female,8,../data/raw\Actor_08\03-01-08-01-02-02-08.wav
surprise,female,8,../data/raw\Actor_08\03-01-08-02-01-01-08.wav
surprise,female,8,../data/raw\Actor_08\03-01-08-02-01-02-08.wav
surprise,female,8,../data/raw\Actor_08\03-01-08-02-02-01-08.wav
surprise,female,8,../data/raw\Actor_08\03-01-08-02-02-02-08.wav
neutral,male,9,../data/raw\Actor_09\03-01-01-01-01-01-09.wav
neutral,male,9,../data/raw\Actor_09\03-01-01-01-01-02-09.wav
neutral,male,9,../data/raw\Actor_09\03-01-01-01-02-01-09.wav
neutral,male,9,../data/raw\Actor_09\03-01-01-01-02-02-09.wav
calm,male,9,../data/raw\Actor_09\03-01-02-01-01-01-09.wav
calm,male,9,../data/raw\Actor_09\03-01-02-01-01-02-09.wav
calm,male,9,../data/raw\Actor_09\03-01-02-01-02-01-09.wav
calm,male,9,../data/raw\Actor_09\03-01-02-01-02-02-09.wav
calm,male,9,../data/raw\Actor_09\03-01-02-02-01-01-09.wav
calm,male,9,../data/raw\Actor_09\03-01-02-02-01-02-09.wav
calm,male,9,../data/raw\Actor_09\03-01-02-02-02-01-09.wav
calm,male,9,../data/raw\Actor_09\03-01-02-02-02-02-09.wav
happy,male,9,../data/raw\Actor_09\03-01-03-01-01-01-09.wav
happy,male,9,../data/raw\Actor_09\03-01-03-01-01-02-09.wav
happy,male,9,../data/raw\Actor_09\03-01-03-01-02-01-09.wav
happy,male,9,../data/raw\Actor_09\03-01-03-01-02-02-09.wav
happy,male,9,../data/raw\Actor_09\03-01-03-02-01-01-09.wav
happy,male,9,../data/raw\Actor_09\03-01-03-02-01-02-09.wav
happy,male,9,../data/raw\Actor_09\03-01-03-02-02-01-09.wav
happy,male,9,../data/raw\Actor_09\03-01-03-02-02-02-09.wav
sad,male,9,../data/raw\Actor_09\03-01-04-01-01-01-09.wav
sad,male,9,../data/raw\Actor_09\03-01-04-01-01-02-09.wav
sad,male,9,../data/raw\Actor_09\03-01-04-01-02-01-09.wav
sad,male,9,../data/raw\Actor_09\03-01-04-01-02-02-09.wav
sad,male,9,../data/raw\Actor_09\03-01-04-02-01-01-09.wav
sad,male,9,../data/raw\Actor_09\03-01-04-02-01-02-09.wav
sad,male,9,../data/raw\Actor_09\03-01-04-02-02-01-09.wav
sad,male,9,../data/raw\Actor_09\03-01-04-02-02-02-09.wav
angry,male,9,../data/raw\Actor_09\03-01-05-01-01-01-09.wav
angry,male,9,../data/raw\Actor_09\03-01-05-01-01-02-09.wav
angry,male,9,../data/raw\Actor_09\03-01-05-01-02-01-09.wav
angry,male,9,../data/raw\Actor_09\03-01-05-01-02-02-09.wav
angry,male,9,../data/raw\Actor_09\03-01-05-02-01-01-09.wav
angry,male,9,../data/raw\Actor_09\03-01-05-02-01-02-09.wav
angry,male,9,../data/raw\Actor_09\03-01-05-02-02-01-09.wav
angry,male,9,../data/raw\Actor_09\03-01-05-02-02-02-09.wav
fear,male,9,../data/raw\Actor_09\03-01-06-01-01-01-09.wav
fear,male,9,../data/raw\Actor_09\03-01-06-01-01-02-09.wav
fear,male,9,../data/raw\Actor_09\03-01-06-01-02-01-09.wav
fear,male,9,../data/raw\Actor_09\03-01-06-01-02-02-09.wav
fear,male,9,../data/raw\Actor_09\03-01-06-02-01-01-09.wav
fear,male,9,../data/raw\Actor_09\03-01-06-02-01-02-09.wav
fear,male,9,../data/raw\Actor_09\03-01-06-02-02-01-09.wav
fear,male,9,../data/raw\Actor_09\03-01-06-02-02-02-09.wav
disgust,male,9,../data/raw\Actor_09\03-01-07-01-01-01-09.wav
disgust,male,9,../data/raw\Actor_09\03-01-07-01-01-02-09.wav
disgust,male,9,../data/raw\Actor_09\03-01-07-01-02-01-09.wav
disgust,male,9,../data/raw\Actor_09\03-01-07-01-02-02-09.wav
disgust,male,9,../data/raw\Actor_09\03-01-07-02-01-01-09.wav
disgust,male,9,../data/raw\Actor_09\03-01-07-02-01-02-09.wav
disgust,male,9,../data/raw\Actor_09\03-01-07-02-02-01-09.wav
disgust,male,9,../data/raw\Actor_09\03-01-07-02-02-02-09.wav
surprise,male,9,../data/raw\Actor_09\03-01-08-01-01-01-09.wav
surprise,male,9,../data/raw\Actor_09\03-01-08-01-01-02-09.wav
surprise,male,9,../data/raw\Actor_09\03-01-08-01-02-01-09.wav
surprise,male,9,../data/raw\Actor_09\03-01-08-01-02-02-09.wav
surprise,male,9,../data/raw\Actor_09\03-01-08-02-01-01-09.wav
surprise,male,9,../data/raw\Actor_09\03-01-08-02-01-02-09.wav
surprise,male,9,../data/raw\Actor_09\03-01-08-02-02-01-09.wav
surprise,male,9,../data/raw\Actor_09\03-01-08-02-02-02-09.wav
neutral,female,10,../data/raw\Actor_10\03-01-01-01-01-01-10.wav
neutral,female,10,../data/raw\Actor_10\03-01-01-01-01-02-10.wav
neutral,female,10,../data/raw\Actor_10\03-01-01-01-02-01-10.wav
neutral,female,10,../data/raw\Actor_10\03-01-01-01-02-02-10.wav
calm,female,10,../data/raw\Actor_10\03-01-02-01-01-01-10.wav
calm,female,10,../data/raw\Actor_10\03-01-02-01-01-02-10.wav
calm,female,10,../data/raw\Actor_10\03-01-02-01-02-01-10.wav
calm,female,10,../data/raw\Actor_10\03-01-02-01-02-02-10.wav
calm,female,10,../data/raw\Actor_10\03-01-02-02-01-01-10.wav
calm,female,10,../data/raw\Actor_10\03-01-02-02-01-02-10.wav
calm,female,10,../data/raw\Actor_10\03-01-02-02-02-01-10.wav
calm,female,10,../data/raw\Actor_10\03-01-02-02-02-02-10.wav
happy,female,10,../data/raw\Actor_10\03-01-03-01-01-01-10.wav
happy,female,10,../data/raw\Actor_10\03-01-03-01-01-02-10.wav
happy,female,10,../data/raw\Actor_10\03-01-03-01-02-01-10.wav
happy,female,10,../data/raw\Actor_10\03-01-03-01-02-02-10.wav
happy,female,10,../data/raw\Actor_10\03-01-03-02-01-01-10.wav
happy,female,10,../data/raw\Actor_10\03-01-03-02-01-02-10.wav
happy,female,10,../data/raw\Actor_10\03-01-03-02-02-01-10.wav
happy,female,10,../data/raw\Actor_10\03-01-03-02-02-02-10.wav
sad,female,10,../data/raw\Actor_10\03-01-04-01-01-01-10.wav
sad,female,10,../data/raw\Actor_10\03-01-04-01-01-02-10.wav
sad,female,10,../data/raw\Actor_10\03-01-04-01-02-01-10.wav
sad,female,10,../data/raw\Actor_10\03-01-04-01-02-02-10.wav
sad,female,10,../data/raw\Actor_10\03-01-04-02-01-01-10.wav
sad,female,10,../data/raw\Actor_10\03-01-04-02-01-02-10.wav
sad,female,10,../data/raw\Actor_10\03-01-04-02-02-01-10.wav
sad,female,10,../data/raw\Actor_10\03-01-04-02-02-02-10.wav
angry,female,10,../data/raw\Actor_10\03-01-05-01-01-01-10.wav
angry,female,10,../data/raw\Actor_10\03-01-05-01-01-02-10.wav
angry,female,10,../data/raw\Actor_10\03-01-05-01-02-01-10.wav
angry,female,10,../data/raw\Actor_10\03-01-05-01-02-02-10.wav
angry,female,10,../data/raw\Actor_10\03-01-05-02-01-01-10.wav
angry,female,10,../data/raw\Actor_10\03-01-05-02-01-02-10.wav
angry,female,10,../data/raw\Actor_10\03-01-05-02-02-01-10.wav
angry,female,10,../data/raw\Actor_10\03-01-05-02-02-02-10.wav
fear,female,10,../data/raw\Actor_10\03-01-06-01-01-01-10.wav
fear,female,10,../data/raw\Actor_10\03-01-06-01-01-02-10.wav
fear,female,10,../data/raw\Actor_10\03-01-06-01-02-01-10.wav
fear,female,10,../data/raw\Actor_10\03-01-06-01-02-02-10.wav
fear,female,10,../data/raw\Actor_10\03-01-06-02-01-01-10.wav
fear,female,10,../data/raw\Actor_10\03-01-06-02-01-02-10.wav
fear,female,10,../data/raw\Actor_10\03-01-06-02-02-01-10.wav
fear,female,10,../data/raw\Actor_10\03-01-06-02-02-02-10.wav
disgust,female,10,../data/raw\Actor_10\03-01-07-01-01-01-10.wav
disgust,female,10,../data/raw\Actor_10\03-01-07-01-01-02-10.wav
disgust,female,10,../data/raw\Actor_10\03-01-07-01-02-01-10.wav
disgust,female,10,../data/raw\Actor_10\03-01-07-01-02-02-10.wav
disgust,female,10,../data/raw\Actor_10\03-01-07-02-01-01-10.wav
disgust,female,10,../data/raw\Actor_10\03-01-07-02-01-02-10.wav
disgust,female,10,../data/raw\Actor_10\03-01-07-02-02-01-10.wav
disgust,female,10,../data/raw\Actor_10\03-01-07-02-02-02-10.wav
surprise,female,10,../data/raw\Actor_10\03-01-08-01-01-01-10.wav
surprise,female,10,../data/raw\Actor_10\03-01-08-01-01-02-10.wav
surprise,female,10,../data/raw\Actor_10\03-01-08-01-02-01-10.wav
surprise,female,10,../data/raw\Actor_10\03-01-08-01-02-02-10.wav
surprise,female,10,../data/raw\Actor_10\03-01-08-02-01-01-10.wav
surprise,female,10,../data/raw\Actor_10\03-01-08-02-01-02-10.wav
surprise,female,10,../data/raw\Actor_10\03-01-08-02-02-01-10.wav
surprise,female,10,../data/raw\Actor_10\03-01-08-02-02-02-10.wav
neutral,male,11,../data/raw\Actor_11\03-01-01-01-01-01-11.wav
neutral,male,11,../data/raw\Actor_11\03-01-01-01-01-02-11.wav
neutral,male,11,../data/raw\Actor_11\03-01-01-01-02-01-11.wav
neutral,male,11,../data/raw\Actor_11\03-01-01-01-02-02-11.wav
calm,male,11,../data/raw\Actor_11\03-01-02-01-01-01-11.wav
calm,male,11,../data/raw\Actor_11\03-01-02-01-01-02-11.wav
calm,male,11,../data/raw\Actor_11\03-01-02-01-02-01-11.wav
calm,male,11,../data/raw\Actor_11\03-01-02-01-02-02-11.wav
calm,male,11,../data/raw\Actor_11\03-01-02-02-01-01-11.wav
calm,male,11,../data/raw\Actor_11\03-01-02-02-01-02-11.wav
calm,male,11,../data/raw\Actor_11\03-01-02-02-02-01-11.wav
calm,male,11,../data/raw\Actor_11\03-01-02-02-02-02-11.wav
happy,male,11,../data/raw\Actor_11\03-01-03-01-01-01-11.wav
happy,male,11,../data/raw\Actor_11\03-01-03-01-01-02-11.wav
happy,male,11,../data/raw\Actor_11\03-01-03-01-02-01-11.wav
happy,male,11,../data/raw\Actor_11\03-01-03-01-02-02-11.wav
happy,male,11,../data/raw\Actor_11\03-01-03-02-01-01-11.wav
happy,male,11,../data/raw\Actor_11\03-01-03-02-01-02-11.wav
happy,male,11,../data/raw\Actor_11\03-01-03-02-02-01-11.wav
happy,male,11,../data/raw\Actor_11\03-01-03-02-02-02-11.wav
sad,male,11,../data/raw\Actor_11\03-01-04-01-01-01-11.wav
sad,male,11,../data/raw\Actor_11\03-01-04-01-01-02-11.wav
sad,male,11,../data/raw\Actor_11\03-01-04-01-02-01-11.wav
sad,male,11,../data/raw\Actor_11\03-01-04-01-02-02-11.wav
sad,male,11,../data/raw\Actor_11\03-01-04-02-01-01-11.wav
sad,male,11,../data/raw\Actor_11\03-01-04-02-01-02-11.wav
sad,male,11,../data/raw\Actor_11\03-01-04-02-02-01-11.wav
sad,male,11,../data/raw\Actor_11\03-01-04-02-02-02-11.wav
angry,male,11,../data/raw\Actor_11\03-01-05-01-01-01-11.wav
angry,male,11,../data/raw\Actor_11\03-01-05-01-01-02-11.wav
angry,male,11,../data/raw\Actor_11\03-01-05-01-02-01-11.wav
angry,male,11,../data/raw\Actor_11\03-01-05-01-02-02-11.wav
angry,male,11,../data/raw\Actor_11\03-01-05-02-01-01-11.wav
angry,male,11,../data/raw\Actor_11\03-01-05-02-01-02-11.wav
angry,male,11,../data/raw\Actor_11\03-01-05-02-02-01-11.wav
angry,male,11,../data/raw\Actor_11\03-01-05-02-02-02-11.wav
fear,male,11,../data/raw\Actor_11\03-01-06-01-01-01-11.wav
fear,male,11,../data/raw\Actor_11\03-01-06-01-01-02-11.wav
fear,male,11,../data/raw\Actor_11\03-01-06-01-02-01-11.wav
fear,male,11,../data/raw\Actor_11\03-01-06-01-02-02-11.wav
fear,male,11,../data/raw\Actor_11\03-01-06-02-01-01-11.wav
fear,male,11,../data/raw\Actor_11\03-01-06-02-01-02-11.wav
fear,male,11,../data/raw\Actor_11\03-01-06-02-02-01-11.wav
fear,male,11,../data/raw\Actor_11\03-01-06-02-02-02-11.wav
disgust,male,11,../data/raw\Actor_11\03-01-07-01-01-01-11.wav
disgust,male,11,../data/raw\Actor_11\03-01-07-01-01-02-11.wav
disgust,male,11,../data/raw\Actor_11\03-01-07-01-02-01-11.wav
disgust,male,11,../data/raw\Actor_11\03-01-07-01-02-02-11.wav
disgust,male,11,../data/raw\Actor_11\03-01-07-02-01-01-11.wav
disgust,male,11,../data/raw\Actor_11\03-01-07-02-01-02-11.wav
disgust,male,11,../data/raw\Actor_11\03-01-07-02-02-01-11.wav
disgust,male,11,../data/raw\Actor_11\03-01-07-02-02-02-11.wav
surprise,male,11,../data/raw\Actor_11\03-01-08-01-01-01-11.wav
surprise,male,11,../data/raw\Actor_11\03-01-08-01-01-02-11.wav
surprise,male,11,../data/raw\Actor_11\03-01-08-01-02-01-11.wav
surprise,male,11,../data/raw\Actor_11\03-01-08-01-02-02-11.wav
surprise,male,11,../data/raw\Actor_11\03-01-08-02-01-01-11.wav
surprise,male,11,../data/raw\Actor_11\03-01-08-02-01-02-11.wav
surprise,male,11,../data/raw\Actor_11\03-01-08-02-02-01-11.wav
surprise,male,11,../data/raw\Actor_11\03-01-08-02-02-02-11.wav
neutral,female,12,../data/raw\Actor_12\03-01-01-01-01-01-12.wav
neutral,female,12,../data/raw\Actor_12\03-01-01-01-01-02-12.wav
neutral,female,12,../data/raw\Actor_12\03-01-01-01-02-01-12.wav
neutral,female,12,../data/raw\Actor_12\03-01-01-01-02-02-12.wav
calm,female,12,../data/raw\Actor_12\03-01-02-01-01-01-12.wav
calm,female,12,../data/raw\Actor_12\03-01-02-01-01-02-12.wav
calm,female,12,../data/raw\Actor_12\03-01-02-01-02-01-12.wav
calm,female,12,../data/raw\Actor_12\03-01-02-01-02-02-12.wav
calm,female,12,../data/raw\Actor_12\03-01-02-02-01-01-12.wav
calm,female,12,../data/raw\Actor_12\03-01-02-02-01-02-12.wav
calm,female,12,../data/raw\Actor_12\03-01-02-02-02-01-12.wav
calm,female,12,../data/raw\Actor_12\03-01-02-02-02-02-12.wav
happy,female,12,../data/raw\Actor_12\03-01-03-01-01-01-12.wav
happy,female,12,../data/raw\Actor_12\03-01-03-01-01-02-12.wav
happy,female,12,../data/raw\Actor_12\03-01-03-01-02-01-12.wav
happy,female,12,../data/raw\Actor_12\03-01-03-01-02-02-12.wav
happy,female,12,../data/raw\Actor_12\03-01-03-02-01-01-12.wav
happy,female,12,../data/raw\Actor_12\03-01-03-02-01-02-12.wav
happy,female,12,../data/raw\Actor_12\03-01-03-02-02-01-12.wav
happy,female,12,../data/raw\Actor_12\03-01-03-02-02-02-12.wav
sad,female,12,../data/raw\Actor_12\03-01-04-01-01-01-12.wav
sad,female,12,../data/raw\Actor_12\03-01-04-01-01-02-12.wav
sad,female,12,../data/raw\Actor_12\03-01-04-01-02-01-12.wav
sad,female,12,../data/raw\Actor_12\03-01-04-01-02-02-12.wav
sad,female,12,../data/raw\Actor_12\03-01-04-02-01-01-12.wav
sad,female,12,../data/raw\Actor_12\03-01-04-02-01-02-12.wav
sad,female,12,../data/raw\Actor_12\03-01-04-02-02-01-12.wav
sad,female,12,../data/raw\Actor_12\03-01-04-02-02-02-12.wav
angry,female,12,../data/raw\Actor_12\03-01-05-01-01-01-12.wav
angry,female,12,../data/raw\Actor_12\03-01-05-01-01-02-12.wav
angry,female,12,../data/raw\Actor_12\03-01-05-01-02-01-12.wav
angry,female,12,../data/raw\Actor_12\03-01-05-01-02-02-12.wav
angry,female,12,../data/raw\Actor_12\03-01-05-02-01-01-12.wav
angry,female,12,../data/raw\Actor_12\03-01-05-02-01-02-12.wav
angry,female,12,../data/raw\Actor_12\03-01-05-02-02-01-12.wav
angry,female,12,../data/raw\Actor_12\03-01-05-02-02-02-12.wav
fear,female,12,../data/raw\Actor_12\03-01-06-01-01-01-12.wav
fear,female,12,../data/raw\Actor_12\03-01-06-01-01-02-12.wav
fear,female,12,../data/raw\Actor_12\03-01-06-01-02-01-12.wav
fear,female,12,../data/raw\Actor_12\03-01-06-01-02-02-12.wav
fear,female,12,../data/raw\Actor_12\03-01-06-02-01-01-12.wav
fear,female,12,../data/raw\Actor_12\03-01-06-02-01-02-12.wav
fear,female,12,../data/raw\Actor_12\03-01-06-02-02-01-12.wav
fear,female,12,../data/raw\Actor_12\03-01-06-02-02-02-12.wav
disgust,female,12,../data/raw\Actor_12\03-01-07-01-01-01-12.wav
disgust,female,12,../data/raw\Actor_12\03-01-07-01-01-02-12.wav
disgust,female,12,../data/raw\Actor_12\03-01-07-01-02-01-12.wav
disgust,female,12,../data/raw\Actor_12\03-01-07-01-02-02-12.wav
disgust,female,12,../data/raw\Actor_12\03-01-07-02-01-01-12.wav
disgust,female,12,../data/raw\Actor_12\03-01-07-02-01-02-12.wav
disgust,female,12,../data/raw\Actor_12\03-01-07-02-02-01-12.wav
disgust,female,12,../data/raw\Actor_12\03-01-07-02-02-02-12.wav
surprise,female,12,../data/raw\Actor_12\03-01-08-01-01-01-12.wav
surprise,female,12,../data/raw\Actor_12\03-01-08-01-01-02-12.wav
surprise,female,12,../data/raw\Actor_12\03-01-08-01-02-01-12.wav
surprise,female,12,../data/raw\Actor_12\03-01-08-01-02-02-12.wav
surprise,female,12,../data/raw\Actor_12\03-01-08-02-01-01-12.wav
surprise,female,12,../data/raw\Actor_12\03-01-08-02-01-02-12.wav
surprise,female,12,../data/raw\Actor_12\03-01-08-02-02-01-12.wav
surprise,female,12,../data/raw\Actor_12\03-01-08-02-02-02-12.wav
neutral,male,13,../data/raw\Actor_13\03-01-01-01-01-01-13.wav
neutral,male,13,../data/raw\Actor_13\03-01-01-01-01-02-13.wav
neutral,male,13,../data/raw\Actor_13\03-01-01-01-02-01-13.wav
neutral,male,13,../data/raw\Actor_13\03-01-01-01-02-02-13.wav
calm,male,13,../data/raw\Actor_13\03-01-02-01-01-01-13.wav
calm,male,13,../data/raw\Actor_13\03-01-02-01-01-02-13.wav
calm,male,13,../data/raw\Actor_13\03-01-02-01-02-01-13.wav
calm,male,13,../data/raw\Actor_13\03-01-02-01-02-02-13.wav
calm,male,13,../data/raw\Actor_13\03-01-02-02-01-01-13.wav
calm,male,13,../data/raw\Actor_13\03-01-02-02-01-02-13.wav
calm,male,13,../data/raw\Actor_13\03-01-02-02-02-01-13.wav
calm,male,13,../data/raw\Actor_13\03-01-02-02-02-02-13.wav
happy,male,13,../data/raw\Actor_13\03-01-03-01-01-01-13.wav
happy,male,13,../data/raw\Actor_13\03-01-03-01-01-02-13.wav
happy,male,13,../data/raw\Actor_13\03-01-03-01-02-01-13.wav
happy,male,13,../data/raw\Actor_13\03-01-03-01-02-02-13.wav
happy,male,13,../data/raw\Actor_13\03-01-03-02-01-01-13.wav
happy,male,13,../data/raw\Actor_13\03-01-03-02-01-02-13.wav
happy,male,13,../data/raw\Actor_13\03-01-03-02-02-01-13.wav
happy,male,13,../data/raw\Actor_13\03-01-03-02-02-02-13.wav
sad,male,13,../data/raw\Actor_13\03-01-04-01-01-01-13.wav
sad,male,13,../data/raw\Actor_13\03-01-04-01-01-02-13.wav
sad,male,13,../data/raw\Actor_13\03-01-04-01-02-01-13.wav
sad,male,13,../data/raw\Actor_13\03-01-04-01-02-02-13.wav
sad,male,13,../data/raw\Actor_13\03-01-04-02-01-01-13.wav
sad,male,13,../data/raw\Actor_13\03-01-04-02-01-02-13.wav
sad,male,13,../data/raw\Actor_13\03-01-04-02-02-01-13.wav
sad,male,13,../data/raw\Actor_13\03-01-04-02-02-02-13.wav
angry,male,13,../data/raw\Actor_13\03-01-05-01-01-01-13.wav
angry,male,13,../data/raw\Actor_13\03-01-05-01-01-02-13.wav
angry,male,13,../data/raw\Actor_13\03-01-05-01-02-01-13.wav
angry,male,13,../data/raw\Actor_13\03-01-05-01-02-02-13.wav
angry,male,13,../data/raw\Actor_13\03-01-05-02-01-01-13.wav
angry,male,13,../data/raw\Actor_13\03-01-05-02-01-02-13.wav
angry,male,13,../data/raw\Actor_13\03-01-05-02-02-01-13.wav
angry,male,13,../data/raw\Actor_13\03-01-05-02-02-02-13.wav
fear,male,13,../data/raw\Actor_13\03-01-06-01-01-01-13.wav
fear,male,13,../data/raw\Actor_13\03-01-06-01-01-02-13.wav
fear,male,13,../data/raw\Actor_13\03-01-06-01-02-01-13.wav
fear,male,13,../data/raw\Actor_13\03-01-06-01-02-02-13.wav
fear,male,13,../data/raw\Actor_13\03-01-06-02-01-01-13.wav
fear,male,13,../data/raw\Actor_13\03-01-06-02-01-02-13.wav
fear,male,13,../data/raw\Actor_13\03-01-06-02-02-01-13.wav
fear,male,13,../data/raw\Actor_13\03-01-06-02-02-02-13.wav
disgust,male,13,../data/raw\Actor_13\03-01-07-01-01-01-13.wav
disgust,male,13,../data/raw\Actor_13\03-01-07-01-01-02-13.wav
disgust,male,13,../data/raw\Actor_13\03-01-07-01-02-01-13.wav
disgust,male,13,../data/raw\Actor_13\03-01-07-01-02-02-13.wav
disgust,male,13,../data/raw\Actor_13\03-01-07-02-01-01-13.wav
